DATA;Row Heading;Column Heading
паспорт сосуда, работающего под давлением; | 1;наименование документа
теплообменник зав.№ 22, рег.№33; | 1;шифр, номер, марка
109; | 1;объем материала
чертеж; | 2;наименование документа
№ б/н; | 2;шифр, номер, марка
1; | 2;объем материала
проверочный расчет; | 3;наименование документа
от 1952 г.; | 3;шифр, номер, марка
-; | 3;объем материала
схема включения; | 4;наименование документа
от 12.12.12; | 4;шифр, номер, марка
1; | 4;объем материала
технологический регламент; | 5;наименование документа
тр 01-62-2012, тр 02-63-2012; | 5;шифр, номер, марка
26; | 5;объем материала
инструкция по эксплуатации; | 6;наименование документа
32-огт-22-2012; | 6;шифр, номер, марка
11; | 6;объем материала
заключение эпб ооо рога и копыта; | 7;наименование документа
9-12-2010, срок безопасной эксплуатации продлен до 12.12.2013; | 7;шифр, номер, марка
38; | 7;объем материала
заключение эпб ооо рога и копыта; | 8;наименование документа
9-40-2014, срок безопасной эксплуатации продлен до 12.12.2016; | 8;шифр, номер, марка
50; | 8;объем материала
