DATA;Row Heading;Column Heading
описание;положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | наименование нпа | пункт, подпункт | содержание требования;мероприятия ли технические решения по выявленным несоответствиям
срок выполнения;положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | наименование нпа | пункт, подпункт | содержание требования;мероприятия ли технические решения по выявленным несоответствиям
технологический регламент тр 01-62-2012;;
да;;
-;положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности общие правила взрывобезопасности взрывопожароопасных химических, нефтехимических и нефтеперерабатывающих производств | п.2.5 | ведение технологичсеких процессов осуществляется в соответствии с технологическими регламентами на производство продукции, утвержденными организацией, эксплуатирующей опо, указанные в п.1.2 фнп;мероприятия ли технические решения по выявленным несоответствиям
-;положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности общие правила взрывобезопасности взрывопожароопасных химических, нефтехимических и нефтеперерабатывающих производств | п.2.5 | ведение технологичсеких процессов осуществляется в соответствии с технологическими регламентами на производство продукции, утвержденными организацией, эксплуатирующей опо, указанные в п.1.2 фнп;мероприятия ли технические решения по выявленным несоответствиям
по данным паспорта предыдущее обследование проводилось в 2012 году. срок безопасной эксплуатации продлен до 2019 г.;;
да;;
-;положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности общие правила взрывобезопасности взрывопожароопасных химических, нефтехимических и нефтеперерабатывающих производств | п.5.1 пп.5.1.2 | для технологического оборудования и  трубопроводной арматуры устанавливается назначенный срок службы с учетом конкретных условий эксплуатации. данные о сроке службы должны указываться организацией-изготовителем в паспортах оборудования и трубопроводной арматуры. продления срока безопасной эксплуатации технологичсекого оборудования, трубопроводной арматуры и трубопроводов, выработавших назначенный срок службы, осуществляется в порядке, установленном требованиями в области промышленной безопасности;мероприятия ли технические решения по выявленным несоответствиям
-;положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности общие правила взрывобезопасности взрывопожароопасных химических, нефтехимических и нефтеперерабатывающих производств | п.5.1 пп.5.1.2 | для технологического оборудования и  трубопроводной арматуры устанавливается назначенный срок службы с учетом конкретных условий эксплуатации. данные о сроке службы должны указываться организацией-изготовителем в паспортах оборудования и трубопроводной арматуры. продления срока безопасной эксплуатации технологичсекого оборудования, трубопроводной арматуры и трубопроводов, выработавших назначенный срок службы, осуществляется в порядке, установленном требованиями в области промышленной безопасности;мероприятия ли технические решения по выявленным несоответствиям
требования выполняются;;
да;;
-;положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности общие правила взрывобезопасности взрывопожароопасных химических, нефтехимических и нефтеперерабатывающих производств | п.5.1 пп.5.1.12 | при необходимости устройства наружной теплоизоляции технологических аппаратов и трубопроводов должны предусматриваться меры защиты от попадания в нее горючих продуктов. температура наружных поврехностей оборудования и (или) кожухов теплоизоляционных покрытий не должны превышать температуры самовоспламенения наиболее взрывопожароопасного вещества, а в местах, доступных для обслуживающего персонала, должна быть не более 45 с внутри помещений и 60 с - на наружных установках.;мероприятия ли технические решения по выявленным несоответствиям
-;положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности общие правила взрывобезопасности взрывопожароопасных химических, нефтехимических и нефтеперерабатывающих производств | п.5.1 пп.5.1.12 | при необходимости устройства наружной теплоизоляции технологических аппаратов и трубопроводов должны предусматриваться меры защиты от попадания в нее горючих продуктов. температура наружных поврехностей оборудования и (или) кожухов теплоизоляционных покрытий не должны превышать температуры самовоспламенения наиболее взрывопожароопасного вещества, а в местах, доступных для обслуживающего персонала, должна быть не более 45 с внутри помещений и 60 с - на наружных установках.;мероприятия ли технические решения по выявленным несоответствиям
доступен для проведения контроля и работ по обслуживанию. визуальный и измерительный контроль провели.;;
да;;
-;положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности общие правила взрывобезопасности взрывопожароопасных химических, нефтехимических и нефтеперерабатывающих производств | п.5.2 пп.5.2.2 | размещение технологического оборудования и трубопроводов в помещениях, на наружных установках, а также трубопроводов на эстакадах должно осуществляться с учетом возможности проведения визиуального контроля за их состоянием, выолнения работ по обслуживанию, ремонту и замене.;мероприятия ли технические решения по выявленным несоответствиям
-;положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности общие правила взрывобезопасности взрывопожароопасных химических, нефтехимических и нефтеперерабатывающих производств | п.5.2 пп.5.2.2 | размещение технологического оборудования и трубопроводов в помещениях, на наружных установках, а также трубопроводов на эстакадах должно осуществляться с учетом возможности проведения визиуального контроля за их состоянием, выолнения работ по обслуживанию, ремонту и замене.;мероприятия ли технические решения по выявленным несоответствиям
протокол 22-11-тв. твердость соотвествует требованиям нтд.;;
да;;
-;положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности общие правила взрывобезопасности взрывопожароопасных химических, нефтехимических и нефтеперерабатывающих производств | п.5.3 пп.5.3.2 | технологическое оборудование и трубопроводы, контактирующие с коррозионно-активными веществами, должны изготавливаться из коррозионно-стойких металлических конструкционных материалов.;мероприятия ли технические решения по выявленным несоответствиям
-;положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности общие правила взрывобезопасности взрывопожароопасных химических, нефтехимических и нефтеперерабатывающих производств | п.5.3 пп.5.3.2 | технологическое оборудование и трубопроводы, контактирующие с коррозионно-активными веществами, должны изготавливаться из коррозионно-стойких металлических конструкционных материалов.;мероприятия ли технические решения по выявленным несоответствиям
акт оперативной (функциональной) диагностики;;
да;;
-;положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности общие правила взрывобезопасности взрывопожароопасных химических, нефтехимических и нефтеперерабатывающих производств | п.6.6 пп.6.6.2 | средства измерения, входящие в систему контроля, управления и паз, и информационно-измерительные системы (иис) должны иметь документальное подтверждение об утверждении типа средств измерений и наличие документов о прохождении проверки (калибровки).;мероприятия ли технические решения по выявленным несоответствиям
-;положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности общие правила взрывобезопасности взрывопожароопасных химических, нефтехимических и нефтеперерабатывающих производств | п.6.6 пп.6.6.2 | средства измерения, входящие в систему контроля, управления и паз, и информационно-измерительные системы (иис) должны иметь документальное подтверждение об утверждении типа средств измерений и наличие документов о прохождении проверки (калибровки).;мероприятия ли технические решения по выявленным несоответствиям
отклонений от проектной документации нет;;
да;;
-;положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности правила промышленной безопасности опасных производственных объектов, на которых используется оборудование, работающее под избыточным давлением | п.10 | установка, размещение и обвязка оборудования под давлением на объектах, для применения на которых оно предназначено, должны осуществляться на основании проектной документации, разработанной специальными проектными организациями с учетом требований законодательства в области промышленной безопасности и законодательства о градостроительной деятельности. отклонгения от проектной документации не допускаются.;мероприятия ли технические решения по выявленным несоответствиям
-;положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности правила промышленной безопасности опасных производственных объектов, на которых используется оборудование, работающее под избыточным давлением | п.10 | установка, размещение и обвязка оборудования под давлением на объектах, для применения на которых оно предназначено, должны осуществляться на основании проектной документации, разработанной специальными проектными организациями с учетом требований законодательства в области промышленной безопасности и законодательства о градостроительной деятельности. отклонгения от проектной документации не допускаются.;мероприятия ли технические решения по выявленным несоответствиям
теплообменник установлен доступно для обслуживания, осмотра и ремонта.;;
да;;
-;положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности правила промышленной безопасности опасных производственных объектов, на которых используется оборудование, работающее под избыточным давлением | п.12 | для удобства и безопасности обслуживания, осмотра, ремонта оборудования под давлением проектом должно быть предусмотрено устройство стационарных металлических площадок и лестниц. для ремонта и технического обслуживания оборудования в местах, не требующих постоянного обслуживания, в случаях, предусмотренных проектной документацией, руководствами (инструкциями) по эксплуатации и производственными инструкциями, допускается прменение передвижных, приставных площадок и лестниц, строительных лесов.;мероприятия ли технические решения по выявленным несоответствиям
-;положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности правила промышленной безопасности опасных производственных объектов, на которых используется оборудование, работающее под избыточным давлением | п.12 | для удобства и безопасности обслуживания, осмотра, ремонта оборудования под давлением проектом должно быть предусмотрено устройство стационарных металлических площадок и лестниц. для ремонта и технического обслуживания оборудования в местах, не требующих постоянного обслуживания, в случаях, предусмотренных проектной документацией, руководствами (инструкциями) по эксплуатации и производственными инструкциями, допускается прменение передвижных, приставных площадок и лестниц, строительных лесов.;мероприятия ли технические решения по выявленным несоответствиям
объект испытания на плотность и прочность выдержал. протокол и заключение 01-17 от 28.03.16 акустико-эмиссионного контроля согласно пб 03-593-03;;
да;;
-;положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности правила промышленной безопасности опасных производственных объектов, на которых используется оборудование, работающее под избыточным давлением | п.186 | гидравлическое испытание допускается заменять пневматическим испытанием (сжатым воздухом, инертным газом или смесью воздуха с инертным газом) при условии одновременного контроля методом акустической эмиссии.;мероприятия ли технические решения по выявленным несоответствиям
-;положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности правила промышленной безопасности опасных производственных объектов, на которых используется оборудование, работающее под избыточным давлением | п.186 | гидравлическое испытание допускается заменять пневматическим испытанием (сжатым воздухом, инертным газом или смесью воздуха с инертным газом) при условии одновременного контроля методом акустической эмиссии.;мероприятия ли технические решения по выявленным несоответствиям
табличка имеется;;
да;;
-;положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности правила промышленной безопасности опасных производственных объектов, на которых используется оборудование, работающее под избыточным давлением | п.212 | перед пуском (включением) на каждой единице оборудования (кроме транспортируемых баллонов вместимостью до 100 литров) должна быть вывешена табличка или нанесена надпись с указанием: номера оборудования, разрешенных параметров, даты следующего наружного или внутреннего осмотров и гидравлического испытания.;мероприятия ли технические решения по выявленным несоответствиям
