DATA;RowHeading1;ColumnHeading
45;total - place of birth | oceania and other;2006 | saint john (n.b.) number
30;total - place of birth | oceania and other;2006 | moncton (n.b.) number
315;total - place of birth | oceania and other;2006 | halifax (n.s.) number
35;total - place of birth | oceania and other;2006 | st. john's (n.l.) number
215;total - place of birth | asia and the middle east | southern asia;2006 | saint john (n.b.) number
135;total - place of birth | asia and the middle east | southern asia;2006 | moncton (n.b.) number
1,695;total - place of birth | asia and the middle east | southern asia;2006 | halifax (n.s.) number
550;total - place of birth | asia and the middle east | southern asia;2006 | st. john's (n.l.) number
205;total - place of birth | asia and the middle east | southeast asia;2006 | saint john (n.b.) number
130;total - place of birth | asia and the middle east | southeast asia;2006 | moncton (n.b.) number
880;total - place of birth | asia and the middle east | southeast asia;2006 | halifax (n.s.) number
120;total - place of birth | asia and the middle east | southeast asia;2006 | st. john's (n.l.) number
340;total - place of birth | asia and the middle east | eastern asia;2006 | saint john (n.b.) number
195;total - place of birth | asia and the middle east | eastern asia;2006 | moncton (n.b.) number
2,035;total - place of birth | asia and the middle east | eastern asia;2006 | halifax (n.s.) number
435;total - place of birth | asia and the middle east | eastern asia;2006 | st. john's (n.l.) number
365;total - place of birth | asia and the middle east | west central asia and the middle east;2006 | saint john (n.b.) number
90;total - place of birth | asia and the middle east | west central asia and the middle east;2006 | moncton (n.b.) number
3,475;total - place of birth | asia and the middle east | west central asia and the middle east;2006 | halifax (n.s.) number
150;total - place of birth | asia and the middle east | west central asia and the middle east;2006 | st. john's (n.l.) number
1,125;total - place of birth | asia and the middle east;2006 | saint john (n.b.) number
545;total - place of birth | asia and the middle east;2006 | moncton (n.b.) number
8,095;total - place of birth | asia and the middle east;2006 | halifax (n.s.) number
1,250;total - place of birth | asia and the middle east;2006 | st. john's (n.l.) number
150;total - place of birth | africa;2006 | saint john (n.b.) number
440;total - place of birth | africa;2006 | moncton (n.b.) number
1,805;total - place of birth | africa;2006 | halifax (n.s.) number
435;total - place of birth | africa;2006 | st. john's (n.l.) number
310;total - place of birth | europe | southern europe;2006 | saint john (n.b.) number
205;total - place of birth | europe | southern europe;2006 | moncton (n.b.) number
1,780;total - place of birth | europe | southern europe;2006 | halifax (n.s.) number
195;total - place of birth | europe | southern europe;2006 | st. john's (n.l.) number
200;total - place of birth | europe | eastern europe;2006 | saint john (n.b.) number
150;total - place of birth | europe | eastern europe;2006 | moncton (n.b.) number
1,555;total - place of birth | europe | eastern europe;2006 | halifax (n.s.) number
235;total - place of birth | europe | eastern europe;2006 | st. john's (n.l.) number
505;total - place of birth | europe | other northern and western europe;2006 | saint john (n.b.) number
580;total - place of birth | europe | other northern and western europe;2006 | moncton (n.b.) number
2,615;total - place of birth | europe | other northern and western europe;2006 | halifax (n.s.) number
465;total - place of birth | europe | other northern and western europe;2006 | st. john's (n.l.) number
1,455;total - place of birth | europe | united kingdom;2006 | saint john (n.b.) number
800;total - place of birth | europe | united kingdom;2006 | moncton (n.b.) number
6,585;total - place of birth | europe | united kingdom;2006 | halifax (n.s.) number
1,385;total - place of birth | europe | united kingdom;2006 | st. john's (n.l.) number
2,470;total - place of birth | europe;2006 | saint john (n.b.) number
1,735;total - place of birth | europe;2006 | moncton (n.b.) number
12,535;total - place of birth | europe;2006 | halifax (n.s.) number
2,285;total - place of birth | europe;2006 | st. john's (n.l.) number
110;total - place of birth | caribbean and bermuda;2006 | saint john (n.b.) number
105;total - place of birth | caribbean and bermuda;2006 | moncton (n.b.) number
730;total - place of birth | caribbean and bermuda;2006 | halifax (n.s.) number
115;total - place of birth | caribbean and bermuda;2006 | st. john's (n.l.) number
220;total - place of birth | central and south america;2006 | saint john (n.b.) number
140;total - place of birth | central and south america;2006 | moncton (n.b.) number
560;total - place of birth | central and south america;2006 | halifax (n.s.) number
265;total - place of birth | central and south america;2006 | st. john's (n.l.) number
915;total - place of birth | united states;2006 | saint john (n.b.) number
1,250;total - place of birth | united states;2006 | moncton (n.b.) number
3,370;total - place of birth | united states;2006 | halifax (n.s.) number
860;total - place of birth | united states;2006 | st. john's (n.l.) number
5,035;total - place of birth;2006 | saint john (n.b.) number
4,245;total - place of birth;2006 | moncton (n.b.) number
27,410;total - place of birth;2006 | halifax (n.s.) number
5,255;total - place of birth;2006 | st. john's (n.l.) number
