DATA;RowHeading1;ColumnHeading
8,8;annual average growth rate (percents);u.s. surface trade with nafta partners (billions of chained 2000 u.s. dollars)1
8,6;annual average growth rate (percents);u.s. trade with nafta partners (billions of chained 2000 u.s. dollars)1
7,3;annual average growth rate (percents);total u.s. international merchandise trade (billions of chained 2000 u.s. dollars)1
8,4;annual average growth rate (percents);u.s. surface trade with nafta partners (billions of current u.s. dollars)
8,3;annual average growth rate (percents);u.s. trade with nafta partners (billions of current u.s. dollars)
7;annual average growth rate (percents);total u.s. international merchandise trade  (billions of current u.s. dollars)
224,4;percent change, 1990–2004;u.s. surface trade with nafta partners (billions of chained 2000 u.s. dollars)1
218,7;percent change, 1990–2004;u.s. trade with nafta partners (billions of chained 2000 u.s. dollars)1
168,3;percent change, 1990–2004;total u.s. international merchandise trade (billions of chained 2000 u.s. dollars)1
211,2;percent change, 1990–2004;u.s. surface trade with nafta partners (billions of current u.s. dollars)
205,7;percent change, 1990–2004;u.s. trade with nafta partners (billions of current u.s. dollars)
157,4;percent change, 1990–2004;total u.s. international merchandise trade  (billions of current u.s. dollars)
611;2004;u.s. surface trade with nafta partners (billions of chained 2000 u.s. dollars)1
687;2004;u.s. trade with nafta partners (billions of chained 2000 u.s. dollars)1
2 207;2004;total u.s. international merchandise trade (billions of chained 2000 u.s. dollars)1
89;2004;ratio of u.s surface trade to all u.s. trade with nafta partners (percents)
31,1;2004;ratio of u.s. trade with nafta partners to total u.s trade (percents)
634;2004;u.s. surface trade with nafta partners (billions of current u.s. dollars)
712;2004;u.s. trade with nafta partners (billions of current u.s. dollars)
2 288;2004;total u.s. international merchandise trade  (billions of current u.s. dollars)
566;2003;u.s. surface trade with nafta partners (billions of chained 2000 u.s. dollars)1
633;2003;u.s. trade with nafta partners (billions of chained 2000 u.s. dollars)1
1 996;2003;total u.s. international merchandise trade (billions of chained 2000 u.s. dollars)1
89,4;2003;ratio of u.s surface trade to all u.s. trade with nafta partners (percents)
31,7;2003;ratio of u.s. trade with nafta partners to total u.s trade (percents)
563;2003;u.s. surface trade with nafta partners (billions of current u.s. dollars)
629;2003;u.s. trade with nafta partners (billions of current u.s. dollars)
1 983;2003;total u.s. international merchandise trade  (billions of current u.s. dollars)
558;2002;u.s. surface trade with nafta partners (billions of chained 2000 u.s. dollars)1
622;2002;u.s. trade with nafta partners (billions of chained 2000 u.s. dollars)1
1 915;2002;total u.s. international merchandise trade (billions of chained 2000 u.s. dollars)1
89,6;2002;ratio of u.s surface trade to all u.s. trade with nafta partners (percents)
32,5;2002;ratio of u.s. trade with nafta partners to total u.s trade (percents)
541;2002;u.s. surface trade with nafta partners (billions of current u.s. dollars)
604;2002;u.s. trade with nafta partners (billions of current u.s. dollars)
