DATA;RowHeading1;ColumnHeading
12,2;a-b. emu debt, eur billion | - change, eur billion;2009*
-0,2;a-b. emu debt, eur billion | - change, eur billion;2008*
-2,5;a-b. emu debt, eur billion | - change, eur billion;2007
0,0;a-b. emu debt, eur billion | - change, eur billion;2006
-1,9;a-b. emu debt, eur billion | - change, eur billion;2005
2,8;a-b. emu debt, eur billion | - change, eur billion;2004
5,2;a-b. emu debt, eur billion | - change, eur billion;2003
0,4;a-b. emu debt, eur billion | - change, eur billion;2002
1,2;a-b. emu debt, eur billion | - change, eur billion;2001
2,0;a-b. emu debt, eur billion | - change, eur billion;2000
-0,6;a-b. emu debt, eur billion | - change, eur billion;1999
-1,4;a-b. emu debt, eur billion | - change, eur billion;1998
1,4;a-b. emu debt, eur billion | - change, eur billion;1997
2,1;a-b. emu debt, eur billion | - change, eur billion;1996
3,4;a-b. emu debt, eur billion | - change, eur billion;1995
44,0;a-b. emu debt, eur billion | - per cent of gdp;2009*
34,2;a-b. emu debt, eur billion | - per cent of gdp;2008*
35,2;a-b. emu debt, eur billion | - per cent of gdp;2007
39,7;a-b. emu debt, eur billion | - per cent of gdp;2006
41,7;a-b. emu debt, eur billion | - per cent of gdp;2005
44,4;a-b. emu debt, eur billion | - per cent of gdp;2004
44,5;a-b. emu debt, eur billion | - per cent of gdp;2003
41,5;a-b. emu debt, eur billion | - per cent of gdp;2002
42,5;a-b. emu debt, eur billion | - per cent of gdp;2001
43,8;a-b. emu debt, eur billion | - per cent of gdp;2000
45,7;a-b. emu debt, eur billion | - per cent of gdp;1999
48,4;a-b. emu debt, eur billion | - per cent of gdp;1998
53,9;a-b. emu debt, eur billion | - per cent of gdp;1997
57,0;a-b. emu debt, eur billion | - per cent of gdp;1996
56,6;a-b. emu debt, eur billion | - per cent of gdp;1995
75,2;a-b. emu debt, eur billion;2009*
63,0;a-b. emu debt, eur billion;2008*
63,2;a-b. emu debt, eur billion;2007
65,7;a-b. emu debt, eur billion;2006
65,7;a-b. emu debt, eur billion;2005
67,6;a-b. emu debt, eur billion;2004
64,8;a-b. emu debt, eur billion;2003
59,6;a-b. emu debt, eur billion;2002
59,1;a-b. emu debt, eur billion;2001
57,9;a-b. emu debt, eur billion;2000
55,9;a-b. emu debt, eur billion;1999
56,4;a-b. emu debt, eur billion;1998
