DATA;RowHeading1;ColumnHeading
6;average annual growth rate, 1990–2008;other and unknown
8;average annual growth rate, 1990–2008;u.s. total air trade
7,6;average annual growth rate, 1990–2008;u.s. total water trade
8,1;average annual growth rate, 1990–2008;u.s. total land trade
7,7;average annual growth rate, 1990–2008;total u.s. international merchandise trade
185,3;percent change, 1990–2008;other and unknown
300;percent change, 1990–2008;u.s. total air trade
274;percent change, 1990–2008;u.s. total water trade
307,3;percent change, 1990–2008;u.s. total land trade
282,6;percent change, 1990–2008;total u.s. international merchandise trade
141;2008;other and unknown
806;2008;u.s. total air trade
1 624;2008;u.s. total water trade
830;2008;u.s. total land trade
3 401;2008;total u.s. international merchandise trade
142;2007;other and unknown
781;2007;u.s. total air trade
1 399;2007;u.s. total water trade
797;2007;u.s. total land trade
3 119;2007;total u.s. international merchandise trade
121;2006;other and unknown
731;2006;u.s. total air trade
1 279;2006;u.s. total water trade
760;2006;u.s. total land trade
2 891;2006;total u.s. international merchandise trade
107;2005;other and unknown
652;2005;u.s. total air trade
1 122;2005;u.s. total water trade
698;2005;u.s. total land trade
2 579;2005;total u.s. international merchandise trade
97;2004;other and unknown
599;2004;u.s. total air trade
959;2004;u.s. total water trade
634;2004;u.s. total land trade
2 288;2004;total u.s. international merchandise trade
86;2003;other and unknown
523;2003;u.s. total air trade
811;2003;u.s. total water trade
563;2003;u.s. total land trade
1 982;2003;total u.s. international merchandise trade
89;2002;other and unknown
498;2002;u.s. total air trade
729;2002;u.s. total water trade
541;2002;u.s. total land trade
1 854;2002;total u.s. international merchandise trade
86;2001;other and unknown
519;2001;u.s. total air trade
718;2001;u.s. total water trade
547;2001;u.s. total land trade
1 870;2001;total u.s. international merchandise trade
91;2000;other and unknown
593;2000;u.s. total air trade
740;2000;u.s. total water trade
576;2000;u.s. total land trade
2 000;2000;total u.s. international merchandise trade
92;1999;other and unknown
496;1999;u.s. total air trade
632;1999;u.s. total water trade
501;1999;u.s. total land trade
1 720;1999;total u.s. international merchandise trade
86;1998;other and unknown
442;1998;u.s. total air trade
614;1998;u.s. total water trade
452;1998;u.s. total land trade
1 594;1998;total u.s. international merchandise trade
76;1997;other and unknown
433;1997;u.s. total air trade
626;1997;u.s. total water trade
426;1997;u.s. total land trade
1 559;1997;total u.s. international merchandise trade
70;1996;other and unknown
382;1996;u.s. total air trade
591;1996;u.s. total water trade
377;1996;u.s. total land trade
1 420;1996;total u.s. international merchandise trade
62;1995;other and unknown
355;1995;u.s. total air trade
573;1995;u.s. total water trade
338;1995;u.s. total land trade
1 328;1995;total u.s. international merchandise trade
54;1994;other and unknown
293;1994;u.s. total air trade
517;1994;u.s. total water trade
312;1994;u.s. total land trade
1 176;1994;total u.s. international merchandise trade
56;1993;other and unknown
255;1993;u.s. total air trade
477;1993;u.s. total water trade
258;1993;u.s. total land trade
1 046;1993;total u.s. international merchandise trade
60;1992;other and unknown
226;1992;u.s. total air trade
463;1992;u.s. total water trade
232;1992;u.s. total land trade
981;1992;total u.s. international merchandise trade
56;1991;other and unknown
209;1991;u.s. total air trade
435;1991;u.s. total water trade
210;1991;u.s. total land trade
910;1991;total u.s. international merchandise trade
50;1990;other and unknown
201;1990;u.s. total air trade
434;1990;u.s. total water trade
204;1990;u.s. total land trade
889;1990;total u.s. international merchandise trade
