DATA;RowHeading1;ColumnHeading
42 146;income subject to state taxation;disposable income - euro | all households
201 120;income subject to state taxation;disposable income - euro | 100000 -
109 382;income subject to state taxation;disposable income - euro | 80000 -99999
84 495;income subject to state taxation;disposable income - euro | 60000 -79999
66 123;income subject to state taxation;disposable income - euro | 50000 -59999
45 444;income subject to state taxation;disposable income - euro | 30000 -49999
26 718;income subject to state taxation;disposable income - euro | 20000 -29999
15 131;income subject to state taxation;disposable income - euro | 12000 -19999
7 276;income subject to state taxation;disposable income - euro | 0-11999
45 001;cash income;disposable income - euro | all households
228 920;cash income;disposable income - euro | 100000 -
116 642;cash income;disposable income - euro | 80000 -99999
88 178;cash income;disposable income - euro | 60000 -79999
68 688;cash income;disposable income - euro | 50000 -59999
47 488;cash income;disposable income - euro | 30000 -49999
28 283;cash income;disposable income - euro | 20000 -29999
16 935;cash income;disposable income - euro | 12000 -19999
9 762;cash income;disposable income - euro | 0-11999
33 899;disposable cash income;disposable income - euro | all households
161 545;disposable cash income;disposable income - euro | 100000 -
80 752;disposable cash income;disposable income - euro | 80000 -99999
62 613;disposable cash income;disposable income - euro | 60000 -79999
50 541;disposable cash income;disposable income - euro | 50000 -59999
36 287;disposable cash income;disposable income - euro | 30000 -49999
22 446;disposable cash income;disposable income - euro | 20000 -29999
14 294;disposable cash income;disposable income - euro | 12000 -19999
8 958;disposable cash income;disposable income - euro | 0-11999
36 786;8. disposable income (6–7);disposable income - euro | all households
170 048;8. disposable income (6–7);disposable income - euro | 100000 -
88 149;8. disposable income (6–7);disposable income - euro | 80000 -99999
68 079;8. disposable income (6–7);disposable income - euro | 60000 -79999
54 585;8. disposable income (6–7);disposable income - euro | 50000 -59999
39 402;8. disposable income (6–7);disposable income - euro | 30000 -49999
24 698;8. disposable income (6–7);disposable income - euro | 20000 -29999
15 909;8. disposable income (6–7);disposable income - euro | 12000 -19999
9 398;8. disposable income (6–7);disposable income - euro | 0-11999
11 102;7. current transfers paid;disposable income - euro | all households
67 375;7. current transfers paid;disposable income - euro | 100000 -
35 890;7. current transfers paid;disposable income - euro | 80000 -99999
25 565;7. current transfers paid;disposable income - euro | 60000 -79999
18 147;7. current transfers paid;disposable income - euro | 50000 -59999
11 200;7. current transfers paid;disposable income - euro | 30000 -49999
5 837;7. current transfers paid;disposable income - euro | 20000 -29999
2 642;7. current transfers paid;disposable income - euro | 12000 -19999
804;7. current transfers paid;disposable income - euro | 0-11999
47 888;6. gross income (4+5);disposable income - euro | all households
237 422;6. gross income (4+5);disposable income - euro | 100000 -
124 039;6. gross income (4+5);disposable income - euro | 80000 -99999
93 644;6. gross income (4+5);disposable income - euro | 60000 -79999
72 732;6. gross income (4+5);disposable income - euro | 50000 -59999
50 602;6. gross income (4+5);disposable income - euro | 30000 -49999
30 535;6. gross income (4+5);disposable income - euro | 20000 -29999
18 551;6. gross income (4+5);disposable income - euro | 12000 -19999
10 200;6. gross income (4+5);disposable income - euro | 0-11999
10 926;5. current transfers received;disposable income - euro | all households
10 426;5. current transfers received;disposable income - euro | 100000 -
11 597;5. current transfers received;disposable income - euro | 80000 -99999
9 361;5. current transfers received;disposable income - euro | 60000 -79999
9 505;5. current transfers received;disposable income - euro | 50000 -59999
12 514;5. current transfers received;disposable income - euro | 30000 -49999
11 453;5. current transfers received;disposable income - euro | 20000 -29999
10 789;5. current transfers received;disposable income - euro | 12000 -19999
7 829;5. current transfers received;disposable income - euro | 0-11999
36 962;4. factor income (1+2+3);disposable income - euro | all households
226 997;4. factor income (1+2+3);disposable income - euro | 100000 -
112 442;4. factor income (1+2+3);disposable income - euro | 80000 -99999
84 283;4. factor income (1+2+3);disposable income - euro | 60000 -79999
