DATA;RowHeading1;ColumnHeading
114,3;final domestic demand;2009 (2002=100)
112,9;final domestic demand;2008 (2002=100)
110,3;final domestic demand;2007 (2002=100)
107,9;final domestic demand;2006 (2002=100)
105,5;final domestic demand;2005 (2002=100)
100,2;gross domestic product at market prices | imports of goods and services | services;2009 (2002=100)
97,1;gross domestic product at market prices | imports of goods and services | services;2008 (2002=100)
92,4;gross domestic product at market prices | imports of goods and services | services;2007 (2002=100)
92,6;gross domestic product at market prices | imports of goods and services | services;2006 (2002=100)
92,3;gross domestic product at market prices | imports of goods and services | services;2005 (2002=100)
91,5;gross domestic product at market prices | imports of goods and services | goods;2009 (2002=100)
92,4;gross domestic product at market prices | imports of goods and services | goods;2008 (2002=100)
87,5;gross domestic product at market prices | imports of goods and services | goods;2007 (2002=100)
89,7;gross domestic product at market prices | imports of goods and services | goods;2006 (2002=100)
90,4;gross domestic product at market prices | imports of goods and services | goods;2005 (2002=100)
93;gross domestic product at market prices | imports of goods and services;2009 (2002=100)
93,2;gross domestic product at market prices | imports of goods and services;2008 (2002=100)
88,3;gross domestic product at market prices | imports of goods and services;2007 (2002=100)
90,2;gross domestic product at market prices | imports of goods and services;2006 (2002=100)
90,7;gross domestic product at market prices | imports of goods and services;2005 (2002=100)
113,3;gross domestic product at market prices | exports of goods and services | services;2009 (2002=100)
113,1;gross domestic product at market prices | exports of goods and services | services;2008 (2002=100)
108,8;gross domestic product at market prices | exports of goods and services | services;2007 (2002=100)
107;gross domestic product at market prices | exports of goods and services | services;2006 (2002=100)
105,4;gross domestic product at market prices | exports of goods and services | services;2005 (2002=100)
103,3;gross domestic product at market prices | exports of goods and services | goods;2009 (2002=100)
116;gross domestic product at market prices | exports of goods and services | goods;2008 (2002=100)
104,1;gross domestic product at market prices | exports of goods and services | goods;2007 (2002=100)
103,4;gross domestic product at market prices | exports of goods and services | goods;2006 (2002=100)
103,4;gross domestic product at market prices | exports of goods and services | goods;2005 (2002=100)
104,8;gross domestic product at market prices | exports of goods and services;2009 (2002=100)
115,7;gross domestic product at market prices | exports of goods and services;2008 (2002=100)
104,7;gross domestic product at market prices | exports of goods and services;2007 (2002=100)
103,8;gross domestic product at market prices | exports of goods and services;2006 (2002=100)
103,7;gross domestic product at market prices | exports of goods and services;2005 (2002=100)
87,3;gross domestic product at market prices | business gross fixed capital formation | non-residential structures and equipment | machinery and equipment;2009 (2002=100)
82,7;gross domestic product at market prices | business gross fixed capital formation | non-residential structures and equipment | machinery and equipment;2008 (2002=100)
81,9;gross domestic product at market prices | business gross fixed capital formation | non-residential structures and equipment | machinery and equipment;2007 (2002=100)
84,1;gross domestic product at market prices | business gross fixed capital formation | non-residential structures and equipment | machinery and equipment;2006 (2002=100)
86,8;gross domestic product at market prices | business gross fixed capital formation | non-residential structures and equipment | machinery and equipment;2005 (2002=100)
140,6;gross domestic product at market prices | business gross fixed capital formation | non-residential structures and equipment | non-residential structures;2009 (2002=100)
138,1;gross domestic product at market prices | business gross fixed capital formation | non-residential structures and equipment | non-residential structures;2008 (2002=100)
130,4;gross domestic product at market prices | business gross fixed capital formation | non-residential structures and equipment | non-residential structures;2007 (2002=100)
