DATA;RowHeading1;ColumnHeading
-537;net interprovincial migration;july 1,2008/june 30,2009 | n.b. number
-1 255;net interprovincial migration;july 1,2008/june 30,2009 | n.s. number
-559;net interprovincial migration;july 1,2008/june 30,2009 | p.e.i. number
2 332;net interprovincial migration;july 1,2008/june 30,2009 | n.l. number
806;net non-permanent residents;july 1,2008/june 30,2009 | n.b. number
1 270;net non-permanent residents;july 1,2008/june 30,2009 | n.s. number
226;net non-permanent residents;july 1,2008/june 30,2009 | p.e.i. number
178;net non-permanent residents;july 1,2008/june 30,2009 | n.l. number
70 426;net non-permanent residents;july 1,2008/june 30,2009 | canada number
295;returning emigrants;july 1,2008/june 30,2009 | n.b. number
363;returning emigrants;july 1,2008/june 30,2009 | n.s. number
29;returning emigrants;july 1,2008/june 30,2009 | p.e.i. number
40;returning emigrants;july 1,2008/june 30,2009 | n.l. number
25 075;returning emigrants;july 1,2008/june 30,2009 | canada number
380;net temporary emigration;july 1,2008/june 30,2009 | n.b. number
474;net temporary emigration;july 1,2008/june 30,2009 | n.s. number
70;net temporary emigration;july 1,2008/june 30,2009 | p.e.i. number
260;net temporary emigration;july 1,2008/june 30,2009 | n.l. number
20 170;net temporary emigration;july 1,2008/june 30,2009 | canada number
418;emigration;july 1,2008/june 30,2009 | n.b. number
931;emigration;july 1,2008/june 30,2009 | n.s. number
37;emigration;july 1,2008/june 30,2009 | p.e.i. number
93;emigration;july 1,2008/june 30,2009 | n.l. number
42 924;emigration;july 1,2008/june 30,2009 | canada number
1 922;immigration;july 1,2008/june 30,2009 | n.b. number
2 377;immigration;july 1,2008/june 30,2009 | n.s. number
1 793;immigration;july 1,2008/june 30,2009 | p.e.i. number
565;immigration;july 1,2008/june 30,2009 | n.l. number
245 275;immigration;july 1,2008/june 30,2009 | canada number
6 448;deaths;july 1,2008/june 30,2009 | n.b. number
8 596;deaths;july 1,2008/june 30,2009 | n.s. number
1 250;deaths;july 1,2008/june 30,2009 | p.e.i. number
4 766;deaths;july 1,2008/june 30,2009 | n.l. number
242 863;deaths;july 1,2008/june 30,2009 | canada number
7 081;births;july 1,2008/june 30,2009 | n.b. number
8 844;births;july 1,2008/june 30,2009 | n.s. number
1 402;births;july 1,2008/june 30,2009 | p.e.i. number
4 488;births;july 1,2008/june 30,2009 | n.l. number
377 703;births;july 1,2008/june 30,2009 | canada number
