DATA;RowHeading1;ColumnHeading
2 690;earned doctorate;2006 | n.b. number
4 995;earned doctorate;2006 | n.s. number
450;earned doctorate;2006 | p.e.i. number
1 560;earned doctorate;2006 | n.l. number
176 945;earned doctorate;2006 | canada number
12 400;master's degree;2006 | n.b. number
22 710;master's degree;2006 | n.s. number
2 645;master's degree;2006 | p.e.i. number
9 125;master's degree;2006 | n.l. number
866 975;master's degree;2006 | canada number
2 055;medical degree;2006 | n.b. number
3 650;medical degree;2006 | n.s. number
435;medical degree;2006 | p.e.i. number
1 770;medical degree;2006 | n.l. number
136 845;medical degree;2006 | canada number
7 445;university certificate or diploma above bachelor level;2006 | n.b. number
13 345;university certificate or diploma above bachelor level;2006 | n.s. number
1 510;university certificate or diploma above bachelor level;2006 | p.e.i. number
4 050;university certificate or diploma above bachelor level;2006 | n.l. number
493 540;university certificate or diploma above bachelor level;2006 | canada number
53 505;bachelor's degree;2006 | n.b. number
79 280;bachelor's degree;2006 | n.s. number
10 480;bachelor's degree;2006 | p.e.i. number
31 180;bachelor's degree;2006 | n.l. number
2 981 465;bachelor's degree;2006 | canada number
19 555;university certificate or diploma below bachelor level;2006 | n.b. number
30 645;university certificate or diploma below bachelor level;2006 | n.s. number
4 185;university certificate or diploma below bachelor level;2006 | p.e.i. number
14 310;university certificate or diploma below bachelor level;2006 | n.l. number
1 136 145;university certificate or diploma below bachelor level;2006 | canada number
105 665;college certificate or diploma;2006 | n.b. number
135 975;college certificate or diploma;2006 | n.s. number
21 765;college certificate or diploma;2006 | p.e.i. number
74 100;college certificate or diploma;2006 | n.l. number
4 435 140;college certificate or diploma;2006 | canada number
65 075;trades certificate or diploma;2006 | n.b. number
90 420;trades certificate or diploma;2006 | n.s. number
11 240;trades certificate or diploma;2006 | p.e.i. number
51 380;trades certificate or diploma;2006 | n.l. number
2 785 420;trades certificate or diploma;2006 | canada number
156 360;high school graduation certificate;2006 | n.b. number
172 800;high school graduation certificate;2006 | n.s. number
28 245;high school graduation certificate;2006 | p.e.i. number
93 330;high school graduation certificate;2006 | n.l. number
6 553 420;high school graduation certificate;2006 | canada number
176 660;no degree, certificate or diploma;2006 | n.b. number
202 770;no degree, certificate or diploma;2006 | n.s. number
29 235;no degree, certificate or diploma;2006 | p.e.i. number
141 570;no degree, certificate or diploma;2006 | n.l. number
6 098 325;no degree, certificate or diploma;2006 | canada number
601 420;total;2006 | n.b. number
756 595;total;2006 | n.s. number
110 205;total;2006 | p.e.i. number
422 385;total;2006 | n.l. number
25 664 220;total;2006 | canada number
