DATA;RowHeading1;ColumnHeading
272;unknown/foreign countries;over 19 years
40;unknown/foreign countries;19 years
15;unknown/foreign countries;under 19 years
327;unknown/foreign countries;total
60;finnmark finnm?rku;over 19 years
11;finnmark finnm?rku;19 years
34;finnmark finnm?rku;under 19 years
105;finnmark finnm?rku;total
137;troms romsa;over 19 years
18;troms romsa;19 years
21;troms romsa;under 19 years
176;troms romsa;total
205;nordland;over 19 years
32;nordland;19 years
46;nordland;under 19 years
283;nordland;total
202;nord-tr?ndelag;over 19 years
14;nord-tr?ndelag;19 years
16;nord-tr?ndelag;under 19 years
232;nord-tr?ndelag;total
356;s?r-tr?ndelag;over 19 years
30;s?r-tr?ndelag;19 years
42;s?r-tr?ndelag;under 19 years
428;s?r-tr?ndelag;total
382;m?re og romsdal;over 19 years
34;m?re og romsdal;19 years
31;m?re og romsdal;under 19 years
447;m?re og romsdal;total
214;sogn og fjordane;over 19 years
23;sogn og fjordane;19 years
15;sogn og fjordane;under 19 years
252;sogn og fjordane;total
584;hordaland;over 19 years
46;hordaland;19 years
33;hordaland;under 19 years
663;hordaland;total
476;rogaland;over 19 years
30;rogaland;19 years
31;rogaland;under 19 years
537;rogaland;total
186;vest-agder;over 19 years
23;vest-agder;19 years
11;vest-agder;under 19 years
220;vest-agder;total
163;aust-agder;over 19 years
17;aust-agder;19 years
7;aust-agder;under 19 years
187;aust-agder;total
214;telemark;over 19 years
5;telemark;19 years
8;telemark;under 19 years
227;telemark;total
241;vestfold;over 19 years
15;vestfold;19 years
20;vestfold;under 19 years
276;vestfold;total
288;buskerud;over 19 years
31;buskerud;19 years
23;buskerud;under 19 years
342;buskerud;total
253;oppland;over 19 years
22;oppland;19 years
7;oppland;under 19 years
282;oppland;total
251;hedmark;over 19 years
19;hedmark;19 years
12;hedmark;under 19 years
282;hedmark;total
412;oslo;over 19 years
30;oslo;19 years
15;oslo;under 19 years
457;oslo;total
507;akershus;over 19 years
36;akershus;19 years
33;akershus;under 19 years
576;akershus;total
229;?stfold;over 19 years
15;?stfold;19 years
12;?stfold;under 19 years
256;?stfold;total
5 632;i alt;over 19 years
491;i alt;19 years
432;i alt;under 19 years
6 555;i alt;total
