DATA;RowHeading1;ColumnHeading
2;finnmark;1st quarter 2010 | >500 000
1;finnmark;1st quarter 2010 | 251 000-500 000
1;finnmark;1st quarter 2010 | 101 000-250 000
6;finnmark;1st quarter 2010 | 51 000-100 000
10;finnmark;1st quarter 2010 | total
2;finnmark;1st quarter 2009 | >500 000
1;finnmark;1st quarter 2009 | 251 000-500 000
3;finnmark;1st quarter 2009 | 101 000-250 000
8;finnmark;1st quarter 2009 | 51 000-100 000
14;finnmark;1st quarter 2009 | total
4;troms;1st quarter 2010 | >500 000
4;troms;1st quarter 2010 | 251 000-500 000
5;troms;1st quarter 2010 | 101 000-250 000
7;troms;1st quarter 2010 | 51 000-100 000
20;troms;1st quarter 2010 | total
4;troms;1st quarter 2009 | >500 000
4;troms;1st quarter 2009 | 251 000-500 000
6;troms;1st quarter 2009 | 101 000-250 000
11;troms;1st quarter 2009 | 51 000-100 000
25;troms;1st quarter 2009 | total
10;nordland;1st quarter 2010 | >500 000
6;nordland;1st quarter 2010 | 251 000-500 000
6;nordland;1st quarter 2010 | 101 000-250 000
15;nordland;1st quarter 2010 | 51 000-100 000
37;nordland;1st quarter 2010 | total
5;nordland;1st quarter 2009 | >500 000
5;nordland;1st quarter 2009 | 251 000-500 000
8;nordland;1st quarter 2009 | 101 000-250 000
25;nordland;1st quarter 2009 | 51 000-100 000
43;nordland;1st quarter 2009 | total
3;nord-tr?ndelag;1st quarter 2010 | >500 000
4;nord-tr?ndelag;1st quarter 2010 | 251 000-500 000
1;nord-tr?ndelag;1st quarter 2010 | 101 000-250 000
9;nord-tr?ndelag;1st quarter 2010 | 51 000-100 000
17;nord-tr?ndelag;1st quarter 2010 | total
4;nord-tr?ndelag;1st quarter 2009 | >500 000
4;nord-tr?ndelag;1st quarter 2009 | 251 000-500 000
7;nord-tr?ndelag;1st quarter 2009 | 101 000-250 000
9;nord-tr?ndelag;1st quarter 2009 | 51 000-100 000
24;nord-tr?ndelag;1st quarter 2009 | total
7;s?r-tr?ndelag;1st quarter 2010 | >500 000
4;s?r-tr?ndelag;1st quarter 2010 | 251 000-500 000
2;s?r-tr?ndelag;1st quarter 2010 | 101 000-250 000
19;s?r-tr?ndelag;1st quarter 2010 | 51 000-100 000
32;s?r-tr?ndelag;1st quarter 2010 | total
5;s?r-tr?ndelag;1st quarter 2009 | >500 000
4;s?r-tr?ndelag;1st quarter 2009 | 251 000-500 000
17;s?r-tr?ndelag;1st quarter 2009 | 101 000-250 000
48;s?r-tr?ndelag;1st quarter 2009 | 51 000-100 000
74;s?r-tr?ndelag;1st quarter 2009 | total
10;m?re og romsdal;1st quarter 2010 | >500 000
8;m?re og romsdal;1st quarter 2010 | 251 000-500 000
10;m?re og romsdal;1st quarter 2010 | 101 000-250 000
16;m?re og romsdal;1st quarter 2010 | 51 000-100 000
44;m?re og romsdal;1st quarter 2010 | total
17;m?re og romsdal;1st quarter 2009 | >500 000
10;m?re og romsdal;1st quarter 2009 | 251 000-500 000
10;m?re og romsdal;1st quarter 2009 | 101 000-250 000
21;m?re og romsdal;1st quarter 2009 | 51 000-100 000
58;m?re og romsdal;1st quarter 2009 | total
5;sogn og fjordane;1st quarter 2010 | >500 000
3;sogn og fjordane;1st quarter 2010 | 251 000-500 000
2;sogn og fjordane;1st quarter 2010 | 101 000-250 000
6;sogn og fjordane;1st quarter 2010 | 51 000-100 000
16;sogn og fjordane;1st quarter 2010 | total
5;sogn og fjordane;1st quarter 2009 | >500 000
6;sogn og fjordane;1st quarter 2009 | 251 000-500 000
3;sogn og fjordane;1st quarter 2009 | 101 000-250 000
9;sogn og fjordane;1st quarter 2009 | 51 000-100 000
23;sogn og fjordane;1st quarter 2009 | total
12;hordaland;1st quarter 2010 | >500 000
