DATA;RowHeading1;ColumnHeading
4 027 947;total;total
197 187;total;not elsewhere included
1 476;total;six languages
5 052;total;five languages
618;area outside region;total
54;area outside region;not elsewhere included
0;area outside region;six languages
0;area outside region;five languages
42 558;marlborough region;total
2 067;marlborough region;not elsewhere included
12;marlborough region;six languages
27;marlborough region;five languages
42 888;nelson region;total
1 476;nelson region;not elsewhere included
18;nelson region;six languages
45;nelson region;five languages
44 628;tasman region;total
1 746;tasman region;not elsewhere included
6;tasman region;six languages
36;tasman region;five languages
90 876;southland region;total
3 000;southland region;not elsewhere included
12;southland region;six languages
36;southland region;five languages
193 803;otago region;total
7 872;otago region;not elsewhere included
42;otago region;six languages
225;otago region;five languages
521 832;canterbury region;total
17 043;canterbury region;not elsewhere included
168;canterbury region;six languages
549;canterbury region;five languages
31 326;west coast region;total
1 482;west coast region;not elsewhere included
3;west coast region;six languages
24;west coast region;five languages
448 959;wellington region;total
17 415;wellington region;not elsewhere included
213;wellington region;six languages
672;wellington region;five languages
222 423;manawatu-wanganui region;total
9 042;manawatu-wanganui region;not elsewhere included
48;manawatu-wanganui region;six languages
183;manawatu-wanganui region;five languages
104 124;taranaki region;total
5 247;taranaki region;not elsewhere included
24;taranaki region;six languages
60;taranaki region;five languages
147 783;hawke's bay region;total
6 933;hawke's bay region;not elsewhere included
45;hawke's bay region;six languages
102;hawke's bay region;five languages
44 496;gisborne region;total
2 748;gisborne region;not elsewhere included
6;gisborne region;six languages
27;gisborne region;five languages
257 379;bay of plenty region;total
13 410;bay of plenty region;not elsewhere included
78;bay of plenty region;six languages
210;bay of plenty region;five languages
382 713;waikato region;total
19 941;waikato region;not elsewhere included
102;waikato region;six languages
315;waikato region;five languages
1 303 068;auckland region;total
76 161;auckland region;not elsewhere included
633;auckland region;six languages
2 397;auckland region;five languages
148 470;northland region;total
11 544;northland region;not elsewhere included
66;northland region;six languages
138;northland region;five languages
