DATA;RowHeading1;ColumnHeading
+1;christian democrats;change, places
0;christian democrats;european parliament elec. 2004 places
1;christian democrats;european parliament elec. 2009 places
-1,387;christian democrats;change, places
70,845;christian democrats;european parliament elec. 2004 votes
69,458;christian democrats;european parliament elec. 2009 votes
-1;left alliance;change, places
1;left alliance;european parliament elec. 2004 places
0;left alliance;european parliament elec. 2009 places
-52,601;left alliance;change, places
151,291;left alliance;european parliament elec. 2004 votes
98,690;left alliance;european parliament elec. 2009 votes
0;swedish people's pty;change, places
1;swedish people's pty;european parliament elec. 2004 places
1;swedish people's pty;european parliament elec. 2009 places
+7,032;swedish people's pty;change, places
94,421;swedish people's pty;european parliament elec. 2004 votes
101,453;swedish people's pty;european parliament elec. 2009 votes
+1;true finns;change, places
0;true finns;european parliament elec. 2004 places
1;true finns;european parliament elec. 2009 places
+154,030;true finns;change, votes
8,900;true finns;european parliament elec. 2004 votes
162,930;true finns;european parliament elec. 2009 votes
+1;greens;change, votes
1;greens;european parliament elec. 2004 places
2;greens;european parliament elec. 2009 places
+33,595;greens;change, votes
172,844;greens;european parliament elec. 2004 votes
206,439;greens;european parliament elec. 2009 votes
-1;social democr. pty;change, votes
3;social democr. pty;european parliament elec. 2004 places
2;social democr. pty;european parliament elec. 2009 places
-58,474;social democr. pty;change, votes
350,525;social democr. pty;european parliament elec. 2004 votes
292,051;social democr. pty;european parliament elec. 2009 votes
-1;centre pty;change, votes
4;centre pty;european parliament elec. 2004 places
3;centre pty;european parliament elec. 2009 places
-70,419;centre pty;change, votes
387,217;centre pty;european parliament elec. 2004 votes
316,798;centre pty;european parliament elec. 2009 votes
-1;coaltion pty;change, votes
4;coaltion pty;european parliament elec. 2004 places
3;coaltion pty;european parliament elec. 2009 places
-6,355;coaltion pty;change, votes
392,771;coaltion pty;european parliament elec. 2004 votes
386,416;coaltion pty;european parliament elec. 2009 votes
