DATA;RowHeading1;ColumnHeading
25;75 and older;2006 | saint john (n.b.) number
20;75 and older;2006 | moncton (n.b.) number
60;75 and older;2006 | halifax (n.l.) number
25;75 and older;2006 | st. john's (n.l.) number
60;65 to 74;2006 | saint john (n.b.) number
35;65 to 74;2006 | moncton (n.b.) number
145;65 to 74;2006 | halifax (n.l.) number
75;65 to 74;2006 | st. john's (n.l.) number
130;55 to 64;2006 | saint john (n.b.) number
50;55 to 64;2006 | moncton (n.b.) number
350;55 to 64;2006 | halifax (n.l.) number
80;55 to 64;2006 | st. john's (n.l.) number
160;45 to 54;2006 | saint john (n.b.) number
175;45 to 54;2006 | moncton (n.b.) number
720;45 to 54;2006 | halifax (n.l.) number
300;45 to 54;2006 | st. john's (n.l.) number
240;35 to 44;2006 | saint john (n.b.) number
230;35 to 44;2006 | moncton (n.b.) number
985;35 to 44;2006 | halifax (n.l.) number
290;35 to 44;2006 | st. john's (n.l.) number
170;25 to 34;2006 | saint john (n.b.) number
180;25 to 34;2006 | moncton (n.b.) number
895;25 to 34;2006 | halifax (n.l.) number
375;25 to 34;2006 | st. john's (n.l.) number
80;20 to 24;2006 | saint john (n.b.) number
120;20 to 24;2006 | moncton (n.b.) number
500;20 to 24;2006 | halifax (n.l.) number
250;20 to 24;2006 | st. john's (n.l.) number
135;15 to 19;2006 | saint john (n.b.) number
100;15 to 19;2006 | moncton (n.b.) number
520;15 to 19;2006 | halifax (n.l.) number
225;15 to 19;2006 | st. john's (n.l.) number
75;10 to 14;2006 | saint john (n.b.) number
60;10 to 14;2006 | moncton (n.b.) number
500;10 to 14;2006 | halifax (n.l.) number
140;10 to 14;2006 | st. john's (n.l.) number
95;5 to 9;2006 | saint john (n.b.) number
125;5 to 9;2006 | moncton (n.b.) number
375;5 to 9;2006 | halifax (n.l.) number
140;5 to 9;2006 | st. john's (n.l.) number
90;less than 5;2006 | saint john (n.b.) number
80;less than 5;2006 | moncton (n.b.) number
270;less than 5;2006 | halifax (n.l.) number
105;less than 5;2006 | st. john's (n.l.) number
1 255;total;2006 | saint john (n.b.) number
1 175;total;2006 | moncton (n.b.) number
5 320;total;2006 | halifax (n.l.) number
2 015;total;2006 | st. john's (n.l.) number
