DATA;RowHeading1;ColumnHeading
18.28;all industries excluding unclassified enterprises | other services;2009 current dollars
18.20;all industries excluding unclassified enterprises | other services;2008 current dollars
17.10;all industries excluding unclassified enterprises | other services;2007 current dollars
16.07;all industries excluding unclassified enterprises | other services;2006 current dollars
15.65;all industries excluding unclassified enterprises | other services;2005 current dollars
24.39;all industries excluding unclassified enterprises | public administration;2009 current dollars
23.12;all industries excluding unclassified enterprises | public administration;2008 current dollars
22.89;all industries excluding unclassified enterprises | public administration;2007 current dollars
20.78;all industries excluding unclassified enterprises | public administration;2006 current dollars
19.09;all industries excluding unclassified enterprises | public administration;2005 current dollars
12.24;all industries excluding unclassified enterprises | accommodation and food services;2009 current dollars
11.89;all industries excluding unclassified enterprises | accommodation and food services;2008 current dollars
11.24;all industries excluding unclassified enterprises | accommodation and food services;2007 current dollars
10.64;all industries excluding unclassified enterprises | accommodation and food services;2006 current dollars
10.48;all industries excluding unclassified enterprises | accommodation and food services;2005 current dollars
14.85;all industries excluding unclassified enterprises | arts, entertainment and recreation;2009 current dollars
15.33;all industries excluding unclassified enterprises | arts, entertainment and recreation;2008 current dollars
14.92;all industries excluding unclassified enterprises | arts, entertainment and recreation;2007 current dollars
13.75;all industries excluding unclassified enterprises | arts, entertainment and recreation;2006 current dollars
12.73;all industries excluding unclassified enterprises | arts, entertainment and recreation;2005 current dollars
25.29;all industries excluding unclassified enterprises | health care and social assistance;2009 current dollars
24.03;all industries excluding unclassified enterprises | health care and social assistance;2008 current dollars
23.41;all industries excluding unclassified enterprises | health care and social assistance;2007 current dollars
22.70;all industries excluding unclassified enterprises | health care and social assistance;2006 current dollars
22.13;all industries excluding unclassified enterprises | health care and social assistance;2005 current dollars
16.79;all industries excluding unclassified enterprises | administrative and support, waste management and remediation services;2009 current dollars
16.62;all industries excluding unclassified enterprises | administrative and support, waste management and remediation services;2008 current dollars
15.15;all industries excluding unclassified enterprises | administrative and support, waste management and remediation services;2007 current dollars
14.09;all industries excluding unclassified enterprises | administrative and support, waste management and remediation services;2006 current dollars
14.41;all industries excluding unclassified enterprises | administrative and support, waste management and remediation services;2005 current dollars
24.31;all industries excluding unclassified enterprises | professional, scientific and technical services;2009 current dollars
22.46;all industries excluding unclassified enterprises | professional, scientific and technical services;2008 current dollars
21.37;all industries excluding unclassified enterprises | professional, scientific and technical services;2007 current dollars
20.96;all industries excluding unclassified enterprises | professional, scientific and technical services;2006 current dollars
19.59;all industries excluding unclassified enterprises | professional, scientific and technical services;2005 current dollars
18.95;all industries excluding unclassified enterprises | real estate and rental and leasing;2009 current dollars
18.85;all industries excluding unclassified enterprises | real estate and rental and leasing;2008 current dollars
15.61;all industries excluding unclassified enterprises | real estate and rental and leasing;2007 current dollars
17.46;all industries excluding unclassified enterprises | real estate and rental and leasing;2006 current dollars
16.36;all industries excluding unclassified enterprises | real estate and rental and leasing;2005 current dollars
23.24;all industries excluding unclassified enterprises | finance and insurance;2009 current dollars
21.06;all industries excluding unclassified enterprises | finance and insurance;2008 current dollars
19.76;all industries excluding unclassified enterprises | finance and insurance;2007 current dollars
18.84;all industries excluding unclassified enterprises | finance and insurance;2006 current dollars
17.47;all industries excluding unclassified enterprises | finance and insurance;2005 current dollars
22.45;all industries excluding unclassified enterprises | information and cultural industries;2009 current dollars
22.54;all industries excluding unclassified enterprises | information and cultural industries;2008 current dollars
24.60;all industries excluding unclassified enterprises | information and cultural industries;2007 current dollars
22.04;all industries excluding unclassified enterprises | information and cultural industries;2006 current dollars
22.14;all industries excluding unclassified enterprises | information and cultural industries;2005 current dollars
21.52;all industries excluding unclassified enterprises | transportation and warehousing;2009 current dollars
22.15;all industries excluding unclassified enterprises | transportation and warehousing;2008 current dollars
22.23;all industries excluding unclassified enterprises | transportation and warehousing;2007 current dollars
21.28;all industries excluding unclassified enterprises | transportation and warehousing;2006 current dollars
20.94;all industries excluding unclassified enterprises | transportation and warehousing;2005 current dollars
14.35;all industries excluding unclassified enterprises | retail trade;2009 current dollars
13.90;all industries excluding unclassified enterprises | retail trade;2008 current dollars
13.53;all industries excluding unclassified enterprises | retail trade;2007 current dollars
13.58;all industries excluding unclassified enterprises | retail trade;2006 current dollars
13.03;all industries excluding unclassified enterprises | retail trade;2005 current dollars
19.41;all industries excluding unclassified enterprises | wholesale trade;2009 current dollars
