DATA;RowHeading1;ColumnHeading
41,283;canada | estimated number of carriers;2007 $ thousands
40,677;canada | estimated number of carriers;2006 $ thousands
38,897;canada | estimated number of carriers;2005 $ thousands
38,659;canada | estimated number of carriers;2004 $ thousands
37,978;canada | estimated number of carriers;2003 $ thousands
368,495;canada | operating margin;2007 $ thousands
270,288;canada | operating margin;2006 $ thousands
223,654;canada | operating margin;2005 $ thousands
227,758;canada | operating margin;2004 $ thousands
208,857;canada | operating margin;2003 $ thousands
36,500;canada | total expenses | non-operating expenses;2007 $ thousands
42,522;canada | total expenses | non-operating expenses;2006 $ thousands
38,439;canada | total expenses | non-operating expenses;2005 $ thousands
34,687;canada | total expenses | non-operating expenses;2004 $ thousands
33,089;canada | total expenses | non-operating expenses;2003 $ thousands
1,520,422;canada | total expenses | operating expenses;2007 $ thousands
1,491,448;canada | total expenses | operating expenses;2006 $ thousands
1,426,520;canada | total expenses | operating expenses;2005 $ thousands
1,366,472;canada | total expenses | operating expenses;2004 $ thousands
1,277,031;canada | total expenses | operating expenses;2003 $ thousands
1,556,922;canada | total expenses;2007 $ thousands
1,533,970;canada | total expenses;2006 $ thousands
1,464,959;canada | total expenses;2005 $ thousands
1,401,159;canada | total expenses;2004 $ thousands
1,310,120;canada | total expenses;2003 $ thousands
12,390;canada | total revenue | non-operating revenue;2007 $ thousands
9,033;canada | total revenue | non-operating revenue;2006 $ thousands
13,634;canada | total revenue | non-operating revenue;2005 $ thousands
18,464;canada | total revenue | non-operating revenue;2004 $ thousands
14,177;canada | total revenue | non-operating revenue;2003 $ thousands
1,888,917;canada | total revenue | operating revenue;2007 $ thousands
1,761,737;canada | total revenue | operating revenue;2006 $ thousands
1,650,174;canada | total revenue | operating revenue;2005 $ thousands
1,594,230;canada | total revenue | operating revenue;2004 $ thousands
1,485,888;canada | total revenue | operating revenue;2003 $ thousands
1,901,308;canada | total revenue;2007 $ thousands
1,770,769;canada | total revenue;2006 $ thousands
1,663,808;canada | total revenue;2005 $ thousands
1,612,694;canada | total revenue;2004 $ thousands
1,500,065;canada | total revenue;2003 $ thousands
