DATA;RowHeading1;ColumnHeading
57 665;total population | no religious affiliation;n.b. number
106 405;total population | no religious affiliation;n.s. number
8 950;total population | no religious affiliation;p.e.i. number
12 865;total population | no religious affiliation;n.l. number
4 900 090;total population | no religious affiliation;canada number
790;total population | other religions;n.b. number
1 155;total population | other religions;n.s. number
100;total population | other religions;p.e.i. number
135;total population | other religions;n.l. number
63 975;total population | other religions;canada number
330;total population | eastern religions;n.b. number
565;total population | eastern religions;n.s. number
105;total population | eastern religions;p.e.i. number
110;total population | eastern religions;n.l. number
37 550;total population | eastern religions;canada number
90;total population | sikh;n.b. number
270;total population | sikh;n.s. number
0;total population | sikh;p.e.i. number
135;total population | sikh;n.l. number
278 410;total population | sikh;canada number
475;total population | hindu;n.b. number
1 235;total population | hindu;n.s. number
30;total population | hindu;p.e.i. number
405;total population | hindu;n.l. number
297 200;total population | hindu;canada number
545;total population | buddhist;n.b. number
1 730;total population | buddhist;n.s. number
140;total population | buddhist;p.e.i. number
185;total population | buddhist;n.l. number
300 345;total population | buddhist;canada number
670;total population | jewish;n.b. number
2 120;total population | jewish;n.s. number
55;total population | jewish;p.e.i. number
140;total population | jewish;n.l. number
329 995;total population | jewish;canada number
1 275;total population | muslim;n.b. number
3 545;total population | muslim;n.s. number
195;total population | muslim;p.e.i. number
630;total population | muslim;n.l. number
579 640;total population | muslim;canada number
8 120;total population | christian not included elsewhere;n.b. number
10 105;total population | christian not included elsewhere;n.s. number
3 205;total population | christian not included elsewhere;p.e.i. number
2 480;total population | christian not included elsewhere;n.l. number
780 450;total population | christian not included elsewhere;canada number
635;total population | christian orthodox;n.b. number
3 580;total population | christian orthodox;n.s. number
245;total population | christian orthodox;p.e.i. number
365;total population | christian orthodox;n.l. number
479 620;total population | christian orthodox;canada number
263 075;total population | protestant;n.b. number
438 150;total population | protestant;n.s. number
57 080;total population | protestant;p.e.i. number
303 195;total population | protestant;n.l. number
8 654 850;total population | protestant;canada number
386 050;total population | catholic;n.b. number
328 700;total population | catholic;n.s. number
63 265;total population | catholic;p.e.i. number
187 440;total population | catholic;n.l. number
12 936 905;total population | catholic;canada number
719 710;total population;n.b. number
897 570;total population;n.s. number
133 385;total population;p.e.i. number
508 080;total population;n.l. number
29 639 035;total population;canada number
