DATA;RowHeading1;ColumnHeading
$20 900;total;total personal income | median income
365 406;total;total personal income | total
41 979;total;total personal income | not stated
4 083;total;total personal income | $100,001 or more
7 044;total;total personal income | $70,001– $100,000
21 942;total;total personal income | $50,001– $70,000
26 355;total;total personal income | $40,001– $50,000
23 835;total;total personal income | $35,001– $40,000
25 416;total;total personal income | $30,001– $35,000
29 397;total;total personal income | $25,001– $30,000
29 031;total;total personal income | $20,001– $25,000
32 430;total;total personal income | $15,001– $20,000
41 322;total;total personal income | $10,001– $15,000
31 968;total;total personal income | $5,001– $10,000
28 911;total;total personal income | $1–$5,000
19 413;total;total personal income | zero income
2 277;total;total personal income | loss
$24 500;area outside region;total personal income | median income
264;area outside region;total personal income | total
12;area outside region;total personal income | not stated
15;area outside region;total personal income | $100,001 or more
9;area outside region;total personal income | $70,001– $100,000
18;area outside region;total personal income | $50,001– $70,000
18;area outside region;total personal income | $40,001– $50,000
21;area outside region;total personal income | $35,001– $40,000
24;area outside region;total personal income | $30,001– $35,000
18;area outside region;total personal income | $25,001– $30,000
30;area outside region;total personal income | $20,001– $25,000
21;area outside region;total personal income | $15,001– $20,000
24;area outside region;total personal income | $10,001– $15,000
33;area outside region;total personal income | $5,001– $10,000
15;area outside region;total personal income | $1–$5,000
6;area outside region;total personal income | zero income
0;area outside region;total personal income | loss
$20 700;southland region;total personal income | median income
6 717;southland region;total personal income | total
633;southland region;total personal income | not stated
42;southland region;total personal income | $100,001 or more
93;southland region;total personal income | $70,001– $100,000
471;southland region;total personal income | $50,001– $70,000
462;southland region;total personal income | $40,001– $50,000
426;southland region;total personal income | $35,001– $40,000
477;southland region;total personal income | $30,001– $35,000
558;southland region;total personal income | $25,001– $30,000
606;southland region;total personal income | $20,001– $25,000
642;southland region;total personal income | $15,001– $20,000
810;southland region;total personal income | $10,001– $15,000
546;southland region;total personal income | $5,001– $10,000
606;southland region;total personal income | $1–$5,000
315;southland region;total personal income | zero income
39;southland region;total personal income | loss
$19 700;otago region;total personal income | median income
8 286;otago region;total personal income | total
603;otago region;total personal income | not stated
90;otago region;total personal income | $100,001 or more
120;otago region;total personal income | $70,001– $100,000
501;otago region;total personal income | $50,001– $70,000
603;otago region;total personal income | $40,001– $50,000
549;otago region;total personal income | $35,001– $40,000
576;otago region;total personal income | $30,001– $35,000
681;otago region;total personal income | $25,001– $30,000
675;otago region;total personal income | $20,001– $25,000
732;otago region;total personal income | $15,001– $20,000
924;otago region;total personal income | $10,001– $15,000
891;otago region;total personal income | $5,001– $10,000
948;otago region;total personal income | $1–$5,000
339;otago region;total personal income | zero income
48;otago region;total personal income | loss
$22 100;canterbury region;total personal income | median income
23 655;canterbury region;total personal income | total
2 007;canterbury region;total personal income | not stated
282;canterbury region;total personal income | $100,001 or more
390;canterbury region;total personal income | $70,001– $100,000
1 443;canterbury region;total personal income | $50,001– $70,000
1 875;canterbury region;total personal income | $40,001– $50,000
1 659;canterbury region;total personal income | $35,001– $40,000
1 845;canterbury region;total personal income | $30,001– $35,000
2 145;canterbury region;total personal income | $25,001– $30,000
2 058;canterbury region;total personal income | $20,001– $25,000
2 139;canterbury region;total personal income | $15,001– $20,000
2 574;canterbury region;total personal income | $10,001– $15,000
1 956;canterbury region;total personal income | $5,001– $10,000
2 019;canterbury region;total personal income | $1–$5,000
1 119;canterbury region;total personal income | zero income
141;canterbury region;total personal income | loss
$19 100;west coast region;total personal income | median income
1 821;west coast region;total personal income | total
183;west coast region;total personal income | not stated
15;west coast region;total personal income | $100,001 or more
24;west coast region;total personal income | $70,001– $100,000
96;west coast region;total personal income | $50,001– $70,000
132;west coast region;total personal income | $40,001– $50,000
105;west coast region;total personal income | $35,001– $40,000
129;west coast region;total personal income | $30,001– $35,000
135;west coast region;total personal income | $25,001– $30,000
150;west coast region;total personal income | $20,001– $25,000
189;west coast region;total personal income | $15,001– $20,000
225;west coast region;total personal income | $10,001– $15,000
183;west coast region;total personal income | $5,001– $10,000
159;west coast region;total personal income | $1–$5,000
87;west coast region;total personal income | zero income
9;west coast region;total personal income | loss
$21 600;marlborough region;total personal income | median income
2 877;marlborough region;total personal income | total
273;marlborough region;total personal income | not stated
