DATA;RowHeading1;ColumnHeading
772;total, airports with nav canada air traffic control towers | yellowknife;3/1/2010 local2
3 630;total, airports with nav canada air traffic control towers | yellowknife;3/1/2010 itinerant1
9,8;total, airports with nav canada air traffic control towers | yellowknife;march 2009 to march 2010 % change
4 402;total, airports with nav canada air traffic control towers | yellowknife;01.03.2010
4 009;total, airports with nav canada air traffic control towers | yellowknife;01.03.2009
6 145;total, airports with nav canada air traffic control towers | winnipeg/st. andrews;3/1/2010 local2
3 346;total, airports with nav canada air traffic control towers | winnipeg/st. andrews;3/1/2010 itinerant1
6,4;total, airports with nav canada air traffic control towers | winnipeg/st. andrews;march 2009 to march 2010 % change
9 491;total, airports with nav canada air traffic control towers | winnipeg/st. andrews;01.03.2010
8 921;total, airports with nav canada air traffic control towers | winnipeg/st. andrews;01.03.2009
465;total, airports with nav canada air traffic control towers | winnipeg/james armstrong richardson international;3/1/2010 local2
10 591;total, airports with nav canada air traffic control towers | winnipeg/james armstrong richardson international;3/1/2010 itinerant1
-1,3;total, airports with nav canada air traffic control towers | winnipeg/james armstrong richardson international;march 2009 to march 2010 % change
11 056;total, airports with nav canada air traffic control towers | winnipeg/james armstrong richardson international;01.03.2010
11 202;total, airports with nav canada air traffic control towers | winnipeg/james armstrong richardson international;01.03.2009
730;total, airports with nav canada air traffic control towers | windsor;3/1/2010 local2
1 420;total, airports with nav canada air traffic control towers | windsor;3/1/2010 itinerant1
-16,9;total, airports with nav canada air traffic control towers | windsor;march 2009 to march 2010 % change
2 150;total, airports with nav canada air traffic control towers | windsor;01.03.2010
2 586;total, airports with nav canada air traffic control towers | windsor;01.03.2009
586;total, airports with nav canada air traffic control towers | whitehorse international;3/1/2010 local2
1 203;total, airports with nav canada air traffic control towers | whitehorse international;3/1/2010 itinerant1
-6,2;total, airports with nav canada air traffic control towers | whitehorse international;march 2009 to march 2010 % change
1 789;total, airports with nav canada air traffic control towers | whitehorse international;01.03.2010
1 907;total, airports with nav canada air traffic control towers | whitehorse international;01.03.2009
5 244;total, airports with nav canada air traffic control towers | victoria international;3/1/2010 local2
7 030;total, airports with nav canada air traffic control towers | victoria international;3/1/2010 itinerant1
-10,2;total, airports with nav canada air traffic control towers | victoria international;march 2009 to march 2010 % change
12 274;total, airports with nav canada air traffic control towers | victoria international;01.03.2010
13 672;total, airports with nav canada air traffic control towers | victoria international;01.03.2009
0;total, airports with nav canada air traffic control towers | vancouver international;3/1/2010 local2
24 154;total, airports with nav canada air traffic control towers | vancouver international;3/1/2010 itinerant1
-7,1;total, airports with nav canada air traffic control towers | vancouver international;march 2009 to march 2010 % change
24 154;total, airports with nav canada air traffic control towers | vancouver international;01.03.2010
26 000;total, airports with nav canada air traffic control towers | vancouver international;01.03.2009
0;total, airports with nav canada air traffic control towers | vancouver harbour;3/1/2010 local2
4 203;total, airports with nav canada air traffic control towers | vancouver harbour;3/1/2010 itinerant1
0,9;total, airports with nav canada air traffic control towers | vancouver harbour;march 2009 to march 2010 % change
4 203;total, airports with nav canada air traffic control towers | vancouver harbour;01.03.2010
4 165;total, airports with nav canada air traffic control towers | vancouver harbour;01.03.2009
0;total, airports with nav canada air traffic control towers | toronto/lester b pearson international;3/1/2010 local2
35 135;total, airports with nav canada air traffic control towers | toronto/lester b pearson international;3/1/2010 itinerant1
0,6;total, airports with nav canada air traffic control towers | toronto/lester b pearson international;march 2009 to march 2010 % change
35 135;total, airports with nav canada air traffic control towers | toronto/lester b pearson international;01.03.2010
34 935;total, airports with nav canada air traffic control towers | toronto/lester b pearson international;01.03.2009
5 593;total, airports with nav canada air traffic control towers | toronto/buttonville municipal;3/1/2010 local2
6 962;total, airports with nav canada air traffic control towers | toronto/buttonville municipal;3/1/2010 itinerant1
1,9;total, airports with nav canada air traffic control towers | toronto/buttonville municipal;march 2009 to march 2010 % change
12 555;total, airports with nav canada air traffic control towers | toronto/buttonville municipal;01.03.2010
12 322;total, airports with nav canada air traffic control towers | toronto/buttonville municipal;01.03.2009
4 071;total, airports with nav canada air traffic control towers | toronto/billy bishop toronto city;3/1/2010 local2
6 077;total, airports with nav canada air traffic control towers | toronto/billy bishop toronto city;3/1/2010 itinerant1
25,3;total, airports with nav canada air traffic control towers | toronto/billy bishop toronto city;march 2009 to march 2010 % change
10 148;total, airports with nav canada air traffic control towers | toronto/billy bishop toronto city;01.03.2010
8 101;total, airports with nav canada air traffic control towers | toronto/billy bishop toronto city;01.03.2009
2 730;total, airports with nav canada air traffic control towers | thunder bay;3/1/2010 local2
5 261;total, airports with nav canada air traffic control towers | thunder bay;3/1/2010 itinerant1
13;total, airports with nav canada air traffic control towers | thunder bay;march 2009 to march 2010 % change
7 991;total, airports with nav canada air traffic control towers | thunder bay;01.03.2010
7 072;total, airports with nav canada air traffic control towers | thunder bay;01.03.2009
1 158;total, airports with nav canada air traffic control towers | st-jean;3/1/2010 local2
1 364;total, airports with nav canada air traffic control towers | st-jean;3/1/2010 itinerant1
12,9;total, airports with nav canada air traffic control towers | st-jean;march 2009 to march 2010 % change
2 522;total, airports with nav canada air traffic control towers | st-jean;01.03.2010
