DATA;RowHeading1;ColumnHeading
959,4;2009;women (thousands)
1 742,30;2009;men (thousands)
2 701,70;2009;both sexes (thousands)
909,9;2008;women (thousands)
1 719,70;2008;men (thousands)
2 629,60;2008;both sexes (thousands)
911,9;2007;women (thousands)
1 703,20;2007;men (thousands)
2 615,00;2007;both sexes (thousands)
876,6;2006;women (thousands)
1 621,40;2006;men (thousands)
2 498,00;2006;both sexes (thousands)
866;2005;women (thousands)
1 645,60;2005;men (thousands)
2 511,60;2005;both sexes (thousands)
838,9;2004;women (thousands)
1 614,50;2004;men (thousands)
2 453,40;2004;both sexes (thousands)
830,7;2003;women (thousands)
1 571,10;2003;men (thousands)
2 401,80;2003;both sexes (thousands)
814,7;2002;women (thousands)
1 499,70;2002;men (thousands)
2 314,50;2002;both sexes (thousands)
773,4;2001;women (thousands)
1 503,30;2001;men (thousands)
2 276,70;2001;both sexes (thousands)
835,1;2000;women (thousands)
1 538,70;2000;men (thousands)
2 373,70;2000;both sexes (thousands)
850,2;1999;women (thousands)
1 582,80;1999;men (thousands)
2 433,00;1999;both sexes (thousands)
855,1;1998;women (thousands)
1 550,60;1998;men (thousands)
2 405,70;1998;both sexes (thousands)
827,2;1997;women (thousands)
1 522,20;1997;men (thousands)
2 349,40;1997;both sexes (thousands)
744,8;1996;women (thousands)
1 426,80;1996;men (thousands)
2 171,60;1996;both sexes (thousands)
701,3;1995;women (thousands)
1 381,80;1995;men (thousands)
2 083,10;1995;both sexes (thousands)
676,7;1994;women (thousands)
1 351,70;1994;men (thousands)
2 028,50;1994;both sexes (thousands)
649,4;1993;women (thousands)
1 361,70;1993;men (thousands)
2 011,10;1993;both sexes (thousands)
610,8;1992;women (thousands)
1 316,70;1992;men (thousands)
1 927,50;1992;both sexes (thousands)
582,6;1991;women (thousands)
1 313,20;1991;men (thousands)
1 895,80;1991;both sexes (thousands)
573;1990;women (thousands)
1 263,60;1990;men (thousands)
1 836,60;1990;both sexes (thousands)
559,6;1989;women (thousands)
1 240,70;1989;men (thousands)
1 800,30;1989;both sexes (thousands)
541;1988;women (thousands)
1 233,10;1988;men (thousands)
1 774,10;1988;both sexes (thousands)
513,3;1987;women (thousands)
1 185,80;1987;men (thousands)
1 699,10;1987;both sexes (thousands)
492;1986;women (thousands)
1 164,00;1986;men (thousands)
1 656,10;1986;both sexes (thousands)
513,9;1985;women (thousands)
1 148,80;1985;men (thousands)
1 662,70;1985;both sexes (thousands)
473,3;1984;women (thousands)
1 096,40;1984;men (thousands)
1 569,70;1984;both sexes (thousands)
448,7;1983;women (thousands)
1 094,50;1983;men (thousands)
1 543,20;1983;both sexes (thousands)
426,5;1982;women (thousands)
1 056,70;1982;men (thousands)
1 483,20;1982;both sexes (thousands)
404,6;1981;women (thousands)
1 020,60;1981;men (thousands)
1 425,20;1981;both sexes (thousands)
