DATA;RowHeading1;ColumnHeading
886 934;nonrenewable total;2007
884 281;nonrenewable total;2006
879 274;nonrenewable total;2005
866 585;nonrenewable total;2004
851 599;nonrenewable total;2003
16 515;renewable total | wind;2007
11 329;renewable total | wind;2006
8 706;renewable total | wind;2005
6 456;renewable total | wind;2004
5 995;renewable total | wind;2003
502;renewable total | solar/pv;2007
411;renewable total | solar/pv;2006
411;renewable total | solar/pv;2005
398;renewable total | solar/pv;2004
397;renewable total | solar/pv;2003
77 885;renewable total | hydroelectric conventional;2007
77 821;renewable total | hydroelectric conventional;2006
77 541;renewable total | hydroelectric conventional;2005
77 641;renewable total | hydroelectric conventional;2004
78 694;renewable total | hydroelectric conventional;2003
2 214;renewable total | geothermal;2007
2 274;renewable total | geothermal;2006
2 285;renewable total | geothermal;2005
2 152;renewable total | geothermal;2004
2 133;renewable total | geothermal;2003
6 704;renewable total | biomass | wood and derived fuels;2007
6 372;renewable total | biomass | wood and derived fuels;2006
6 193;renewable total | biomass | wood and derived fuels;2005
6 182;renewable total | biomass | wood and derived fuels;2004
5 871;renewable total | biomass | wood and derived fuels;2003
598;renewable total | biomass | waste | other biomass;2007
561;renewable total | biomass | waste | other biomass;2006
554;renewable total | biomass | waste | other biomass;2005
474;renewable total | biomass | waste | other biomass;2004
453;renewable total | biomass | waste | other biomass;2003
2 218;renewable total | biomass | waste | msw;2007
2 188;renewable total | biomass | waste | msw;2006
2 167;renewable total | biomass | waste | msw;2005
2 196;renewable total | biomass | waste | msw;2004
2 442;renewable total | biomass | waste | msw;2003
1 319;renewable total | biomass | waste | landfill gas;2007
978;renewable total | biomass | waste | landfill gas;2006
887;renewable total | biomass | waste | landfill gas;2005
859;renewable total | biomass | waste | landfill gas;2004
863;renewable total | biomass | waste | landfill gas;2003
4 134;renewable total | biomass | waste;2007
3 727;renewable total | biomass | waste;2006
3 609;renewable total | biomass | waste;2005
3 529;renewable total | biomass | waste;2004
3 758;renewable total | biomass | waste;2003
10 839;renewable total | biomass;2007
10 100;renewable total | biomass;2006
9 802;renewable total | biomass;2005
9 711;renewable total | biomass;2004
9 628;renewable total | biomass;2003
107 954;renewable total;2007
101 934;renewable total;2006
98 746;renewable total;2005
96 357;renewable total;2004
96 847;renewable total;2003
994 888;total;2007
986 215;total;2006
978 020;total;2005
962 942;total;2004
948 446;total;2003
