DATA;RowHeading1;ColumnHeading
2,4;average number of persons in household;2006 | saint john (n.b.) (number)
2,4;average number of persons in household;2006 | moncton (n.b.) (number)
2,4;average number of persons in household;2006 | halifax (n.s.) (number)
2,5;average number of persons in household;2006 | st. john's (n.l.) (number)
120 175;total persons in households;2006 | saint john (n.b.) (number)
123 725;total persons in households;2006 | moncton (n.b.) (number)
367 975;total persons in households;2006 | halifax (n.s.) (number)
178 715;total persons in households;2006 | st. john's (n.l.) (number)
785;total households | 6-or-more person households;2006 | saint john (n.b.) (number)
715;total households | 6-or-more person households;2006 | moncton (n.b.) (number)
2 175;total households | 6-or-more person households;2006 | halifax (n.s.) (number)
1 025;total households | 6-or-more person households;2006 | st. john's (n.l.) (number)
2 690;total households | 5-person households;2006 | saint john (n.b.) (number)
2 220;total households | 5-person households;2006 | moncton (n.b.) (number)
7 325;total households | 5-person households;2006 | halifax (n.s.) (number)
3 525;total households | 5-person households;2006 | st. john's (n.l.) (number)
7 355;total households | 4-person households;2006 | saint john (n.b.) (number)
7 255;total households | 4-person households;2006 | moncton (n.b.) (number)
21 735;total households | 4-person households;2006 | halifax (n.s.) (number)
12 055;total households | 4-person households;2006 | st. john's (n.l.) (number)
8 245;total households | 3-person households;2006 | saint john (n.b.) (number)
8 885;total households | 3-person households;2006 | moncton (n.b.) (number)
25 720;total households | 3-person households;2006 | halifax (n.s.) (number)
14 140;total households | 3-person households;2006 | st. john's (n.l.) (number)
17 525;total households | 2-person households;2006 | saint john (n.b.) (number)
19 925;total households | 2-person households;2006 | moncton (n.b.) (number)
55 145;total households | 2-person households;2006 | halifax (n.s.) (number)
24 135;total households | 2-person households;2006 | st. john's (n.l.) (number)
12 520;total households | 1-person households;2006 | saint john (n.b.) (number)
12 590;total households | 1-person households;2006 | moncton (n.b.) (number)
43 025;total households | 1-person households;2006 | halifax (n.s.) (number)
15 780;total households | 1-person households;2006 | st. john's (n.l.) (number)
49 120;total households;2006 | saint john (n.b.) (number)
51 595;total households;2006 | moncton (n.b.) (number)
155 125;total households;2006 | halifax (n.s.) (number)
70 660;total households;2006 | st. john's (n.l.) (number)
