DATA;RowHeading1;ColumnHeading
10;total population | visible minority population | multiple visible minority;saguenay number
60;total population | visible minority population | multiple visible minority;saint john number
175;total population | visible minority population | multiple visible minority;moncton number
780;total population | visible minority population | multiple visible minority;halifax number
25;total population | visible minority population | multiple visible minority;st. john's number
10;total population | visible minority population | visible minority, not included elsewhere;saguenay number
30;total population | visible minority population | visible minority, not included elsewhere;saint john number
10;total population | visible minority population | visible minority, not included elsewhere;moncton number
180;total population | visible minority population | visible minority, not included elsewhere;halifax number
40;total population | visible minority population | visible minority, not included elsewhere;st. john's number
0;total population | visible minority population | japanese;saguenay number
10;total population | visible minority population | japanese;saint john number
10;total population | visible minority population | japanese;moncton number
410;total population | visible minority population | japanese;halifax number
65;total population | visible minority population | japanese;st. john's number
15;total population | visible minority population | korean;saguenay number
120;total population | visible minority population | korean;saint john number
65;total population | visible minority population | korean;moncton number
620;total population | visible minority population | korean;halifax number
45;total population | visible minority population | korean;st. john's number
0;total population | visible minority population | west asian;saguenay number
270;total population | visible minority population | west asian;saint john number
70;total population | visible minority population | west asian;moncton number
670;total population | visible minority population | west asian;halifax number
65;total population | visible minority population | west asian;st. john's number
55;total population | visible minority population | southeast asian;saguenay number
60;total population | visible minority population | southeast asian;saint john number
65;total population | visible minority population | southeast asian;moncton number
655;total population | visible minority population | southeast asian;halifax number
55;total population | visible minority population | southeast asian;st. john's number
195;total population | visible minority population | arab;saguenay number
125;total population | visible minority population | arab;saint john number
165;total population | visible minority population | arab;moncton number
3 840;total population | visible minority population | arab;halifax number
190;total population | visible minority population | arab;st. john's number
280;total population | visible minority population | latin american;saguenay number
210;total population | visible minority population | latin american;saint john number
95;total population | visible minority population | latin american;moncton number
690;total population | visible minority population | latin american;halifax number
320;total population | visible minority population | latin american;st. john's number
50;total population | visible minority population | filipino;saguenay number
205;total population | visible minority population | filipino;saint john number
100;total population | visible minority population | filipino;moncton number
530;total population | visible minority population | filipino;halifax number
155;total population | visible minority population | filipino;st. john's number
330;total population | visible minority population | black;saguenay number
1 250;total population | visible minority population | black;saint john number
1 035;total population | visible minority population | black;moncton number
13 270;total population | visible minority population | black;halifax number
620;total population | visible minority population | black;st. john's number
295;total population | visible minority population | chinese;saguenay number
975;total population | visible minority population | chinese;saint john number
295;total population | visible minority population | chinese;moncton number
3 100;total population | visible minority population | chinese;halifax number
990;total population | visible minority population | chinese;st. john's number
45;total population | visible minority population | south asian;saguenay number
485;total population | visible minority population | south asian;saint john number
350;total population | visible minority population | south asian;moncton number
2 900;total population | visible minority population | south asian;halifax number
890;total population | visible minority population | south asian;st. john's number
1 280;total population | visible minority population;saguenay number
3 805;total population | visible minority population;saint john number
2 425;total population | visible minority population;moncton number
27 645;total population | visible minority population;halifax number
3 460;total population | visible minority population;st. john's number
149 600;total population;saguenay number
120 875;total population;saint john number
124 055;total population;moncton number
369 455;total population;halifax number
179 270;total population;st. john's number
