DATA;RowHeading1;ColumnHeading
100;public sector | health care and social assistance public;2007 (% enterprises that use electronic mail)
100;public sector | health care and social assistance public;2006 (% enterprises that use electronic mail)
99,23;public sector | health care and social assistance public;2005 (% enterprises that use electronic mail)
100;public sector | health care and social assistance public;2004 (% enterprises that use electronic mail)
100;public sector | health care and social assistance public;2003 (% enterprises that use electronic mail)
100;public sector | educational services public;2007 (% enterprises that use electronic mail)
100;public sector | educational services public;2006 (% enterprises that use electronic mail)
99,66;public sector | educational services public;2005 (% enterprises that use electronic mail)
100;public sector | educational services public;2004 (% enterprises that use electronic mail)
100;public sector | educational services public;2003 (% enterprises that use electronic mail)
100;public sector | public administration;2007 (% enterprises that use electronic mail)
99,58;public sector | public administration;2006 (% enterprises that use electronic mail)
100;public sector | public administration;2005 (% enterprises that use electronic mail)
99,62;public sector | public administration;2004 (% enterprises that use electronic mail)
99,32;public sector | public administration;2003 (% enterprises that use electronic mail)
100;public sector;2007 (% enterprises that use electronic mail)
99,88;public sector;2006 (% enterprises that use electronic mail)
99,6;public sector;2005 (% enterprises that use electronic mail)
99,89;public sector;2004 (% enterprises that use electronic mail)
99,81;public sector;2003 (% enterprises that use electronic mail)
73,23;private sector | other services (except public administration);2007 (% enterprises that use electronic mail)
68,9;private sector | other services (except public administration);2006 (% enterprises that use electronic mail)
70,02;private sector | other services (except public administration);2005 (% enterprises that use electronic mail)
67,18;private sector | other services (except public administration);2004 (% enterprises that use electronic mail)
62,3;private sector | other services (except public administration);2003 (% enterprises that use electronic mail)
71,04;private sector | accommodation and food services;2007 (% enterprises that use electronic mail)
58,2;private sector | accommodation and food services;2006 (% enterprises that use electronic mail)
55,02;private sector | accommodation and food services;2005 (% enterprises that use electronic mail)
56,4;private sector | accommodation and food services;2004 (% enterprises that use electronic mail)
52,13;private sector | accommodation and food services;2003 (% enterprises that use electronic mail)
86,23;private sector | arts, entertainment and recreation;2007 (% enterprises that use electronic mail)
87,68;private sector | arts, entertainment and recreation;2006 (% enterprises that use electronic mail)
85,27;private sector | arts, entertainment and recreation;2005 (% enterprises that use electronic mail)
87,45;private sector | arts, entertainment and recreation;2004 (% enterprises that use electronic mail)
86,34;private sector | arts, entertainment and recreation;2003 (% enterprises that use electronic mail)
79,96;private sector | health care and social assistance;2007 (% enterprises that use electronic mail)
74,93;private sector | health care and social assistance;2006 (% enterprises that use electronic mail)
76,63;private sector | health care and social assistance;2005 (% enterprises that use electronic mail)
75,38;private sector | health care and social assistance;2004 (% enterprises that use electronic mail)
72,11;private sector | health care and social assistance;2003 (% enterprises that use electronic mail)
100;private sector | educational services;2007 (% enterprises that use electronic mail)
91,68;private sector | educational services;2006 (% enterprises that use electronic mail)
92,57;private sector | educational services;2005 (% enterprises that use electronic mail)
92,56;private sector | educational services;2004 (% enterprises that use electronic mail)
