DATA;RowHeading1;ColumnHeading
3,982.6;total commodities | household fuels;2008 commodity sales (annual) $ millions
3,466.0;total commodities | household fuels;2007 commodity sales (annual) $ millions
3,301.9;total commodities | household fuels;2006 commodity sales (annual) $ millions
3,587.6;total commodities | household fuels;2005 commodity sales (annual) $ millions
3,618.6;total commodities | household fuels;2004 commodity sales (annual) $ millions
195.3;total commodities | stationery, office supplies, cards, gift wrap and party supplies (excluding artists' supplies);2008 commodity sales (annual) $ millions
286.6;total commodities | sporting and leisure goods | books, newspapers and other periodicals;2008 commodity sales (annual) $ millions
297.6;total commodities | sporting and leisure goods | books, newspapers and other periodicals;2007 commodity sales (annual) $ millions
292.0;total commodities | sporting and leisure goods | books, newspapers and other periodicals;2006 commodity sales (annual) $ millions
443.6;total commodities | sporting and leisure goods | books, newspapers and other periodicals;2005 commodity sales (annual) $ millions
432.6;total commodities | sporting and leisure goods | books, newspapers and other periodicals;2004 commodity sales (annual) $ millions
23.7;total commodities | sporting and leisure goods | craft and artists' supplies;2007 commodity sales (annual) $ millions
18.5;total commodities | sporting and leisure goods | craft and artists' supplies;2006 commodity sales (annual) $ millions
21.3;total commodities | sporting and leisure goods | craft and artists' supplies;2005 commodity sales (annual) $ millions
18.4;total commodities | sporting and leisure goods | craft and artists' supplies;2004 commodity sales (annual) $ millions
148.9;total commodities | sporting and leisure goods | toys, games and hobby supplies (including tricycles and electronic games);2008 commodity sales (annual) $ millions
130.0;total commodities | sporting and leisure goods | toys, games and hobby supplies (including tricycles and electronic games);2007 commodity sales (annual) $ millions
95.0;total commodities | sporting and leisure goods | toys, games and hobby supplies (including tricycles and electronic games);2006 commodity sales (annual) $ millions
105.5;total commodities | sporting and leisure goods | toys, games and hobby supplies (including tricycles and electronic games);2005 commodity sales (annual) $ millions
105.5;total commodities | sporting and leisure goods | toys, games and hobby supplies (including tricycles and electronic games);2004 commodity sales (annual) $ millions
124.0;total commodities | sporting and leisure goods | sporting goods (including specialized clothing, bicycles and exercise equipment);2008 commodity sales (annual) $ millions
128.4;total commodities | sporting and leisure goods | sporting goods (including specialized clothing, bicycles and exercise equipment);2007 commodity sales (annual) $ millions
121.2;total commodities | sporting and leisure goods | sporting goods (including specialized clothing, bicycles and exercise equipment);2006 commodity sales (annual) $ millions
115.6;total commodities | sporting and leisure goods | sporting goods (including specialized clothing, bicycles and exercise equipment);2005 commodity sales (annual) $ millions
109.0;total commodities | sporting and leisure goods | sporting goods (including specialized clothing, bicycles and exercise equipment);2004 commodity sales (annual) $ millions
680.5;total commodities | sporting and leisure goods;2008 commodity sales (annual) $ millions
677.8;total commodities | sporting and leisure goods;2007 commodity sales (annual) $ millions
634.2;total commodities | sporting and leisure goods;2006 commodity sales (annual) $ millions
883.4;total commodities | sporting and leisure goods;2005 commodity sales (annual) $ millions
810.4;total commodities | sporting and leisure goods;2004 commodity sales (annual) $ millions
283.7;total commodities | hardware and lawn and garden;2008 commodity sales (annual) $ millions
296.8;total commodities | hardware and lawn and garden;2007 commodity sales (annual) $ millions
264.1;total commodities | hardware and lawn and garden;2006 commodity sales (annual) $ millions
254.5;total commodities | hardware and lawn and garden;2005 commodity sales (annual) $ millions
264.1;total commodities | hardware and lawn and garden;2004 commodity sales (annual) $ millions
55.9;total commodities | housewares (non-electric) and household supplies (excluding personal care products) | household cleaning supplies, chemicals and paper products (including foil and plastic wraps);2008 commodity sales (annual) $ millions
74.8;total commodities | housewares (non-electric) and household supplies (excluding personal care products) | household cleaning supplies, chemicals and paper products (including foil and plastic wraps);2007 commodity sales (annual) $ millions
65.1;total commodities | housewares (non-electric) and household supplies (excluding personal care products) | household cleaning supplies, chemicals and paper products (including foil and plastic wraps);2006 commodity sales (annual) $ millions
61.1;total commodities | housewares (non-electric) and household supplies (excluding personal care products) | household cleaning supplies, chemicals and paper products (including foil and plastic wraps);2005 commodity sales (annual) $ millions
60.0;total commodities | housewares (non-electric) and household supplies (excluding personal care products) | household cleaning supplies, chemicals and paper products (including foil and plastic wraps);2004 commodity sales (annual) $ millions
166.7;total commodities | housewares (non-electric) and household supplies (excluding personal care products) | tableware (excluding linens), kitchenware, cookware and beachwear;2008 commodity sales (annual) $ millions
152.0;total commodities | housewares (non-electric) and household supplies (excluding personal care products) | tableware (excluding linens), kitchenware, cookware and beachwear;2007 commodity sales (annual) $ millions
133.4;total commodities | housewares (non-electric) and household supplies (excluding personal care products) | tableware (excluding linens), kitchenware, cookware and beachwear;2006 commodity sales (annual) $ millions
141.3;total commodities | housewares (non-electric) and household supplies (excluding personal care products) | tableware (excluding linens), kitchenware, cookware and beachwear;2005 commodity sales (annual) $ millions
151.0;total commodities | housewares (non-electric) and household supplies (excluding personal care products) | tableware (excluding linens), kitchenware, cookware and beachwear;2004 commodity sales (annual) $ millions
235.6;total commodities | housewares (non-electric) and household supplies (excluding personal care products);2008 commodity sales (annual) $ millions
240.3;total commodities | housewares (non-electric) and household supplies (excluding personal care products);2007 commodity sales (annual) $ millions
208.2;total commodities | housewares (non-electric) and household supplies (excluding personal care products);2006 commodity sales (annual) $ millions
214.7;total commodities | housewares (non-electric) and household supplies (excluding personal care products);2005 commodity sales (annual) $ millions
224.9;total commodities | housewares (non-electric) and household supplies (excluding personal care products);2004 commodity sales (annual) $ millions
2,831.0;total commodities | automotive fuels, oils and additives;2006 commodity sales (annual) $ millions
1,630.9;total commodities | automotive fuels, oils and additives;2004 commodity sales (annual) $ millions
850.4;total commodities | home furnishings and electronics | home electronics, computers and cameras (including telephones);2008 commodity sales (annual) $ millions
911.9;total commodities | home furnishings and electronics | home electronics, computers and cameras (including telephones);2007 commodity sales (annual) $ millions
1,198.5;total commodities | home furnishings and electronics | home electronics, computers and cameras (including telephones);2006 commodity sales (annual) $ millions
1,005.9;total commodities | home furnishings and electronics | home electronics, computers and cameras (including telephones);2005 commodity sales (annual) $ millions
467.2;total commodities | home furnishings and electronics | home electronics, computers and cameras (including telephones);2004 commodity sales (annual) $ millions
1,627.4;total commodities | home furnishings and electronics;2008 commodity sales (annual) $ millions
1,719.5;total commodities | home furnishings and electronics;2007 commodity sales (annual) $ millions
1,900.6;total commodities | home furnishings and electronics;2006 commodity sales (annual) $ millions
1,702.6;total commodities | home furnishings and electronics;2005 commodity sales (annual) $ millions
1,221.3;total commodities | home furnishings and electronics;2004 commodity sales (annual) $ millions
435.8;total commodities | clothing, footwear and accessories | clothing and accessories;2008 commodity sales (annual) $ millions
513.9;total commodities | clothing, footwear and accessories | clothing and accessories;2007 commodity sales (annual) $ millions
491.4;total commodities | clothing, footwear and accessories | clothing and accessories;2006 commodity sales (annual) $ millions
505.0;total commodities | clothing, footwear and accessories | clothing and accessories;2004 commodity sales (annual) $ millions
610.3;total commodities | clothing, footwear and accessories;2008 commodity sales (annual) $ millions
705.4;total commodities | clothing, footwear and accessories;2007 commodity sales (annual) $ millions
691.8;total commodities | clothing, footwear and accessories;2006 commodity sales (annual) $ millions
669.8;total commodities | clothing, footwear and accessories;2005 commodity sales (annual) $ millions
658.3;total commodities | clothing, footwear and accessories;2004 commodity sales (annual) $ millions
612.6;total commodities | health and personal care | personal care products and health and beauty aids (non-electric);2008 commodity sales (annual) $ millions
613.2;total commodities | health and personal care | personal care products and health and beauty aids (non-electric);2007 commodity sales (annual) $ millions
634.6;total commodities | health and personal care | personal care products and health and beauty aids (non-electric);2006 commodity sales (annual) $ millions
657.4;total commodities | health and personal care | personal care products and health and beauty aids (non-electric);2005 commodity sales (annual) $ millions
647.4;total commodities | health and personal care | personal care products and health and beauty aids (non-electric);2004 commodity sales (annual) $ millions
957.8;total commodities | health and personal care;2008 commodity sales (annual) $ millions
1,171.1;total commodities | health and personal care;2007 commodity sales (annual) $ millions
1,306.6;total commodities | health and personal care;2006 commodity sales (annual) $ millions
1,479.8;total commodities | health and personal care;2005 commodity sales (annual) $ millions
1,508.4;total commodities | health and personal care;2004 commodity sales (annual) $ millions
336.5;total commodities | food and beverages | non-alcoholic beverages;2006 commodity sales (annual) $ millions
408.9;total commodities | food and beverages | non-alcoholic beverages;2004 commodity sales (annual) $ millions
515.7;total commodities | food and beverages | food (excluding pet food and meals and lunches);2008 commodity sales (annual) $ millions
563.3;total commodities | food and beverages | food (excluding pet food and meals and lunches);2007 commodity sales (annual) $ millions
535.0;total commodities | food and beverages | food (excluding pet food and meals and lunches);2006 commodity sales (annual) $ millions
837.1;total commodities | food and beverages;2008 commodity sales (annual) $ millions
876.8;total commodities | food and beverages;2007 commodity sales (annual) $ millions
